group_type,group_value,policy_family,policy_id,request_count,logical_removed_fraction_weighted,logical_removed_fraction_mean,logical_compression_factor_weighted,newly_dropped_fraction_mean,recovered_keep_fraction_mean,mixed_block_fraction_mean,physical_compression_factor_padded_weighted,physical_compression_factor_padded_mean,score_margin_abs_p50_mean
length_bucket,"[1024,4096)",margin_aware_block_coalescing,coalesce_B4_m-0.25,15,0.47985968774513527,0.4802301409752904,1.922558156788293,0.0,0.19344856793951404,0.000571993540773795,1.9217529631522992,1.9241356159515537,1.8791666666666667
length_bucket,"[1024,4096)",margin_aware_block_coalescing,coalesce_B8_m+0.00,15,0.449000876160834,0.4491637765300895,1.8148849185682103,0.0,0.22599135066918194,0.001260103227193557,1.8129686507217422,1.8141838548013212,1.8791666666666667
length_bucket,"[1024,4096)",margin_aware_block_coalescing,coalesce_B8_m+0.25,15,0.48443944684835144,0.48457860081095233,1.9396363703292423,0.005521502163142077,0.19442829178766108,0.0011379237357307206,1.937647552015533,1.9390701599053295,1.8791666666666667
length_bucket,"[1024,4096)",margin_aware_block_coalescing,coalesce_B8_m-0.25,15,0.4130203193400643,0.41331758944033153,1.7036364851262134,0.0,0.26352304072201616,0.001355500293440263,1.7018243829546262,1.7032228236243527,1.8791666666666667
length_bucket,"[4096,8192)",margin_aware_block_coalescing,coalesce_B4_m+0.00,15,0.5041031746031746,0.5055144026664015,2.0165485011923243,0.0,0.1681704076095722,0.00026818532469411675,2.0161794998620075,2.0244757224195604,1.7885416666666667
length_bucket,"[4096,8192)",margin_aware_block_coalescing,coalesce_B4_m+0.25,15,0.5433817774634606,0.5446115240594683,2.1900133429737974,0.011329843970026636,0.13951021126858928,0.00024159367432635814,2.189623531346923,2.1987481363243018,1.7885416666666667
length_bucket,"[4096,8192)",margin_aware_block_coalescing,coalesce_B4_m-0.25,15,0.4652764419299073,0.4668583233900179,1.8701251981662603,0.0,0.20770981422575352,0.000300241502238309,1.869766351199304,1.8773319242501063,1.7885416666666667
length_bucket,"[4096,8192)",margin_aware_block_coalescing,coalesce_B8_m+0.00,15,0.43016045890303317,0.4317297891948901,1.7548799756418356,0.0,0.24364440782999042,0.0006289986989396697,1.7541702551390048,1.7603273393756482,1.7885416666666667
length_bucket,"[4096,8192)",margin_aware_block_coalescing,coalesce_B8_m+0.25,15,0.4701335062077636,0.47154664291750226,1.8872678527812434,0.006057190190854269,0.20897473223224683,0.0005709331181787588,1.8865239395529623,1.8931716635197844,1.7885416666666667
length_bucket,"[4096,8192)",margin_aware_block_coalescing,coalesce_B8_m-0.25,15,0.39023110168159675,0.39192110657929646,1.639965571805582,0.0,0.28436412591595495,0.0006967543937739688,1.639269931054311,1.6448956541319546,1.7885416666666667
length_bucket,"[8192,16384)",margin_aware_block_coalescing,coalesce_B4_m+0.00,15,0.4800704465823386,0.4827374671360634,1.9233374856779804,0.0,0.17866434036781537,0.00013701994176036094,1.923085671005413,1.934240432332304,1.7270833333333333
length_bucket,"[8192,16384)",margin_aware_block_coalescing,coalesce_B4_m+0.25,15,0.5216520587240295,0.5240505455807507,2.0905284913164826,0.01188974459280668,0.14872885471300204,0.00012022668348991252,2.0902684419252195,2.10223536443919,1.7270833333333333
length_bucket,"[8192,16384)",margin_aware_block_coalescing,coalesce_B4_m-0.25,15,0.4394969985073442,0.44227455892991163,1.7841117662830264,0.0,0.2196304744680381,0.00015332620966245107,1.7838672173388535,1.7938110039357598,1.7270833333333333
length_bucket,"[8192,16384)",margin_aware_block_coalescing,coalesce_B8_m+0.00,15,0.40244598380832086,0.40561391020688203,1.673488877830966,0.0,0.2567437686178345,0.0003474619130609336,1.6729688403942666,1.6829412160036066,1.7270833333333333
length_bucket,"[8192,16384)",margin_aware_block_coalescing,coalesce_B8_m+0.25,15,0.44327405331123376,0.44638252671893885,1.7962159046972586,0.00619884711612166,0.22166627268105688,0.00031141337757310795,1.7956816895814118,1.8070005102899613,1.7270833333333333
length_bucket,"[8192,16384)",margin_aware_block_coalescing,coalesce_B8_m-0.25,15,0.3624325110381131,0.3654864091286446,1.568461405753672,0.0,0.297372870433415,0.0003848370452983329,1.5679513211111253,1.5763496714091498,1.7270833333333333
task,2wikimqa,margin_aware_block_coalescing,coalesce_B4_m+0.00,10,0.5007027207020481,0.5054208733662041,2.002814838899327,0.0,0.16339768255974962,0.0003741228774003313,2.00238662823083,2.022542135504186,1.8359375
task,2wikimqa,margin_aware_block_coalescing,coalesce_B4_m+0.25,10,0.5377912882839194,0.5414668921859753,2.163524777123341,0.010499532772207484,0.13670574606728583,0.00033261797538021014,2.1630827280603384,2.1813490819314683,1.8359375
task,2wikimqa,margin_aware_block_coalescing,coalesce_B4_m-0.25,10,0.46336565779363276,0.46898854642908666,1.8634662774069006,0.0,0.20098901165387875,0.0004125818304988076,1.8630468156556528,1.883881952366717,1.8359375
task,2wikimqa,margin_aware_block_coalescing,coalesce_B8_m+0.00,10,0.43110147023979556,0.43724298195504885,1.7577827111304163,0.0,0.23375842635578267,0.0008578744101826608,1.756672229288957,1.7768676766501503,1.8359375
task,2wikimqa,margin_aware_block_coalescing,coalesce_B8_m+0.25,10,0.46872861736120797,0.47387876323651473,1.8822771801354365,0.005602165460391528,0.2015596942870263,0.0007779643200005115,1.8811378227658277,1.9004740809144285,1.8359375
task,2wikimqa,margin_aware_block_coalescing,coalesce_B8_m-0.25,10,0.3922851992834256,0.39907109467889057,1.6455087136611952,0.0,0.2731522624308272,0.000934882973719978,1.6444241740655068,1.6639784801670259,1.8359375
task,gov_report,margin_aware_block_coalescing,coalesce_B4_m+0.00,5,0.4990237667296249,0.5034129099074378,1.9961026763125977,0.0,0.16495278937360375,0.0002944254431329636,1.9956005921266609,2.013910639734701,1.821875
task,gov_report,margin_aware_block_coalescing,coalesce_B4_m+0.25,5,0.5380722090213043,0.5414337894087129,2.164840521678247,0.011153792961642178,0.13694646164462196,0.0002656019388188655,2.1643159728136347,2.1806851688759386,1.821875
task,gov_report,margin_aware_block_coalescing,coalesce_B4_m-0.25,5,0.46119463230366176,0.466599166982378,1.8559577538648118,0.0,0.20286889641877465,0.0003149012917315178,1.855484794814787,1.8751194665980502,1.821875
task,gov_report,margin_aware_block_coalescing,coalesce_B8_m+0.00,5,0.4279705873393042,0.434261624307656,1.748161856483346,0.0,0.23617029061051592,0.0006436754587616387,1.7471883499486371,1.767400428759089,1.821875
task,gov_report,margin_aware_block_coalescing,coalesce_B8_m+0.25,5,0.4668603647515181,0.4723465088590969,1.8756812172366948,0.005886794756941945,0.20282492176511197,0.0005778308681344444,1.874689464937379,1.8948672015079482,1.821875
task,gov_report,margin_aware_block_coalescing,coalesce_B8_m-0.25,5,0.389788836085217,0.3969891137894515,1.6387769662956406,0.0,0.2745619983224015,0.0006975616360630442,1.6378387008788093,1.6582971857130855,1.821875
task,multi_news,margin_aware_block_coalescing,coalesce_B4_m+0.00,5,0.49713490298998136,0.5023835524319533,1.9886049080476884,0.0,0.16811425217656178,0.00023725348927762746,1.9883758613080527,2.0096041378947755,1.796875
task,multi_news,margin_aware_block_coalescing,coalesce_B4_m+0.25,5,0.5371811373742101,0.5410634969848195,2.1606725238606916,0.011367330178301762,0.139560273851083,0.00021845985230546232,2.16042325834288,2.1788112449356243,1.796875
task,multi_news,margin_aware_block_coalescing,coalesce_B4_m-0.25,5,0.45838499121467763,0.46496121085730613,1.846329927678141,0.0,0.20673334562605233,0.0002692999921066848,1.8461047867233575,1.8691767998728976,1.796875
task,multi_news,margin_aware_block_coalescing,coalesce_B8_m+0.00,5,0.42133653914019,0.4271247170735689,1.7281201728447566,0.0,0.24582519608002867,0.0008946048175242372,1.7273647483456989,1.744992530737689,1.796875
task,multi_news,margin_aware_block_coalescing,coalesce_B8_m+0.25,5,0.46111403645630183,0.4657780536680633,1.8556801766073652,0.005955607757357051,0.2118890898775963,0.0007926336562579635,1.8548946110012472,1.8711869585014367,1.796875
task,multi_news,margin_aware_block_coalescing,coalesce_B8_m-0.25,5,0.38239531907622243,0.3892113089200671,1.6191587125024012,0.0,0.2849522951794895,0.0009762149241570282,1.6184365376030878,1.6367747566388555,1.796875
task,musique,margin_aware_block_coalescing,coalesce_B4_m+0.00,5,0.4847084257779396,0.48880765668472764,1.9406488481976591,0.0,0.17370038020727194,0.00019397885245239248,1.9404012542398201,1.9573541630438462,1.734375
task,musique,margin_aware_block_coalescing,coalesce_B4_m+0.25,5,0.5251005370216765,0.5289899530735453,2.105708845675499,0.011593059158860912,0.14453435485107982,0.00017470601599629202,2.105447239700791,2.124458300346274,1.734375
task,musique,margin_aware_block_coalescing,coalesce_B4_m-0.25,5,0.44485953196616473,0.44902100368107334,1.8013458891616076,0.0,0.21405977134436172,0.0002144401445415245,1.8011122813001819,1.81586667898681,1.734375
task,musique,margin_aware_block_coalescing,coalesce_B8_m+0.00,5,0.4106945765081677,0.41493159368498206,1.696912942145797,0.0,0.2486396495120265,0.00043477062630835773,1.696385569734652,1.709658242898925,1.734375
task,musique,margin_aware_block_coalescing,coalesce_B8_m+0.25,5,0.4509872887261414,0.455209485768473,1.8214514517882991,0.006116125911313295,0.21389746213767397,0.00039425644734012653,1.8209060303101623,1.8362151708060193,1.734375
task,musique,margin_aware_block_coalescing,coalesce_B8_m-0.25,5,0.37070090432741915,0.3747521879452339,1.589069501095059,0.0,0.28940008787098026,0.0004770694201958089,1.5885623482359663,1.5996153224693992,1.734375
task,narrativeqa,margin_aware_block_coalescing,coalesce_B4_m+0.00,3,0.4766143321790349,0.47938630275193334,1.9106369575677238,0.0,0.1830543705673521,0.00018213371114540476,1.9104216150489213,1.9217654188240025,1.7395833333333333
task,narrativeqa,margin_aware_block_coalescing,coalesce_B4_m+0.25,3,0.5183368483697782,0.5209524040916744,2.07613971842237,0.011870842327372908,0.15281410164310916,0.0001622312925184441,2.075919838235747,2.088689075465265,1.7395833333333333
task,narrativeqa,margin_aware_block_coalescing,coalesce_B4_m-0.25,3,0.4347081980358947,0.43758585178938086,1.768997881316343,0.0,0.22540359709974708,0.00020627731156791846,1.7687777722124034,1.778800525929105,1.7395833333333333
task,narrativeqa,margin_aware_block_coalescing,coalesce_B8_m+0.00,3,0.39517280314717124,0.39831229047531375,1.6533648043663085,0.0,0.2651906183916075,0.00038008172598024125,1.6529225758134116,1.662386235894746,1.7395833333333333
task,narrativeqa,margin_aware_block_coalescing,coalesce_B8_m+0.25,3,0.4368035103617161,0.44002448922498366,1.7755792488022353,0.006290498239037279,0.22921910369105547,0.00034236788815003664,1.7751301389318872,1.7864610587845806,1.7395833333333333
task,narrativeqa,margin_aware_block_coalescing,coalesce_B8_m-0.25,3,0.35366806638834053,0.3567095704437264,1.5471926234745468,0.0,0.30734195577663304,0.0004255812526857225,1.5467416424024496,1.5546812954961668,1.7395833333333333
task,qasper,margin_aware_block_coalescing,coalesce_B4_m+0.00,12,0.4891507486655711,0.498959508739075,1.9575246462392233,0.0,0.16431160499570438,0.0003926612551722378,1.957058914272091,1.9972494864667603,1.80078125
task,qasper,margin_aware_block_coalescing,coalesce_B4_m+0.25,12,0.5290745365327779,0.5373172589636014,2.1234782945000026,0.011259655950749658,0.13608185519879915,0.0003562447048700564,2.1229849827946783,2.162476253227775,1.80078125
task,qasper,margin_aware_block_coalescing,coalesce_B4_m-0.25,12,0.45066623910800274,0.4618171627725012,1.8203869326658895,0.0,0.20255152217542757,0.0004274296375570848,1.8199427920604423,1.8596549968924048,1.80078125
task,qasper,margin_aware_block_coalescing,coalesce_B8_m+0.00,12,0.41806120856582335,0.4307558218891208,1.718393780788388,0.0,0.23452321550122704,0.0008632507673544848,1.7174738270011267,1.7576464810559207,1.80078125
task,qasper,margin_aware_block_coalescing,coalesce_B8_m+0.25,12,0.4577342933896405,0.4690788663442825,1.8441144033445982,0.005927263772287263,0.20099603335110236,0.0007890696382816335,1.843145225493872,1.8843006852023623,1.80078125
task,qasper,margin_aware_block_coalescing,coalesce_B8_m-0.25,12,0.3795770473451553,0.39304941888814465,1.611803682827838,0.0,0.27335305157142864,0.0009331895756194811,1.61091861254817,1.6484784750634303,1.80078125
task,qmsum,margin_aware_block_coalescing,coalesce_B4_m+0.00,5,0.49984750062615635,0.5186108863810769,1.9993901884963705,0.0,0.17447599435495484,0.0002703480764746055,1.9989973061856787,2.088259727812671,1.79375
task,qmsum,margin_aware_block_coalescing,coalesce_B4_m+0.25,5,0.5420368058753665,0.5593845434618765,2.1835815908993172,0.011795300722825506,0.14459371144946406,0.00024157536571291265,2.183166745061148,2.281992032205499,1.79375
task,qmsum,margin_aware_block_coalescing,coalesce_B4_m-0.25,5,0.4588388872730015,0.47861789377909714,1.8478785272667468,0.0,0.2153607217220963,0.0003032811515685685,1.8475018487432588,1.9274564741218323,1.79375
task,qmsum,margin_aware_block_coalescing,coalesce_B8_m+0.00,5,0.4150458137743629,0.4359171820002022,1.709535590218454,0.0,0.25901650419897465,0.000721040917384017,1.7090583133018122,1.7807873787746669,1.79375
task,qmsum,margin_aware_block_coalescing,coalesce_B8_m+0.25,5,0.45623974921427474,0.4766277638122499,1.8390457900426067,0.006170027067046884,0.22355508549118067,0.0006409732179482618,1.8385404094607491,1.9203112287445472,1.79375
task,qmsum,margin_aware_block_coalescing,coalesce_B8_m-0.25,5,0.3745635420790546,0.3957361678345013,1.5988834474475089,0.0,0.30010870774222387,0.0007956595365836682,1.5984253070123988,1.6616031048910471,1.79375
