trace_id,experiment_id,request_id,layer,kv_head,sequence_tokens,kept_tokens,removed_tokens,retention_ratio,cold_retention_ratio,score_mean,score_std,margin_abs_mean,near_threshold_0_10_fraction,near_threshold_0_25_fraction
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,3,2742,135,2607,0.04923413566739606,0.0026778882938026014,-5.570164203643799,0.49973130226135254,1.5751219987869263,0.002552881108679796,0.007658643326039387
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,4,2742,303,2439,0.11050328227571116,0.06694720734506504,-5.151149749755859,0.7528074979782104,1.2605020999908447,0.0262582056892779,0.05616338439095551
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,5,2742,465,2277,0.16958424507658643,0.12892119357306808,-5.545906066894531,1.2134356498718262,1.7235822677612305,0.02662290299051787,0.07549234135667396
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,6,2742,140,2602,0.05105762217359591,0.0045906656465187455,-6.565936088562012,0.7549906373023987,2.5693209171295166,0.0036469730123997084,0.006929248723559446
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,7,2742,2560,182,0.9336250911743253,0.9303749043611323,-1.8926563262939453,1.046595811843872,2.1604299545288086,0.023340627279358133,0.05288110867979577
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,0,2742,162,2580,0.05908096280087528,0.013006885998469778,-6.433152198791504,0.9486993551254272,2.448594808578491,0.0040116703136396795,0.012764405543398978
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,1,2742,213,2529,0.07768052516411379,0.032517214996174444,-5.57480001449585,0.8445921540260315,1.6099876165390015,0.01823486506199854,0.044857768052516414
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,2,2742,363,2379,0.1323851203501094,0.08990053557765876,-5.387711524963379,1.0634160041809082,1.511563777923584,0.030634573304157548,0.07695113056163384
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,3,2742,502,2240,0.18307804522246535,0.14307574598316755,-5.238731384277344,1.1707360744476318,1.4201854467391968,0.039022611232676876,0.10175054704595186
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,4,2742,238,2504,0.08679795769511306,0.042081101759755164,-5.62799072265625,0.8447278738021851,1.684303879737854,0.012035010940919038,0.03282275711159737
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,5,2742,417,2325,0.15207877461706784,0.11055853098699311,-5.069372177124023,0.8918888568878174,1.2258729934692383,0.034281546316557256,0.08606856309263311
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,6,2742,149,2593,0.054339897884755656,0.008033664881407804,-5.39433479309082,0.5186739563941956,1.4077714681625366,0.0040116703136396795,0.011305616338439095
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,7,2742,2742,0,1.0,1.0,-1.0316051244735718,0.5972909927368164,2.9683949947357178,0.00036469730123997083,0.00036469730123997083
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,0,2742,182,2560,0.06637490882567469,0.020657995409334353,-6.031845569610596,1.0012158155441284,2.0609471797943115,0.01349380014587892,0.031363967906637494
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,1,2742,2673,69,0.9748358862144421,0.9736036725325172,-2.1729300022125244,0.8795763850212097,1.853100299835205,0.010576221735959153,0.0262582056892779
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,2,2742,1099,1643,0.4008023340627279,0.37146136189747514,-4.261973857879639,0.9078701734542847,0.7567169666290283,0.08424507658643327,0.21954777534646244
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,3,2742,2353,389,0.8581327498176513,0.851185921958684,-2.3638951778411865,1.385735034942627,1.9458924531936646,0.014587892049598834,0.034281546316557256
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,4,2742,1224,1518,0.44638949671772427,0.41928079571537874,-4.274816036224365,1.3897126913070679,1.1431728601455688,0.05470459518599562,0.14077315827862874
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,5,2742,226,2516,0.0824215900802334,0.03749043611323642,-6.729397296905518,1.6821305751800537,2.7687790393829346,0.01349380014587892,0.037199124726477024
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,6,2742,140,2602,0.05105762217359591,0.0045906656465187455,-5.551667213439941,0.633701503276825,1.554527997970581,0.007293946024799417,0.021152443471918306
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,7,2742,195,2547,0.0711159737417943,0.025631216526396328,-5.337606906890869,0.6997771263122559,1.3524229526519775,0.0175054704595186,0.04230488694383661
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,4,0,2742,635,2107,0.23158278628738146,0.19395562356541698,-5.10877799987793,1.3188693523406982,1.4482742547988892,0.037199124726477024,0.08825674690007294
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,4,1,2742,2641,101,0.963165572574763,0.9613618974751339,-1.9705235958099365,1.0493192672729492,2.0627551078796387,0.01349380014587892,0.037199124726477024
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,4,2,2742,160,2582,0.058351568198395334,0.01224177505738332,-5.664666652679443,0.7020063996315002,1.6755049228668213,0.008388037928519328,0.024799416484318017
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,4,3,2742,144,2598,0.0525164113785558,0.00612088752869166,-5.872219085693359,0.732063353061676,1.875,0.00437636761487965,0.010211524434719184
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,4,4,2742,158,2584,0.05762217359591539,0.011476664116296864,-5.891986846923828,0.8614338636398315,1.899109959602356,0.011670313639679067,0.028811086797957696
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,4,5,2742,204,2538,0.07439824945295405,0.029074215761285386,-6.258986473083496,1.2679965496063232,2.2944416999816895,0.007658643326039387,0.023340627279358133
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,4,6,2742,165,2577,0.060175054704595186,0.014154552410099464,-6.313007354736328,1.0245672464370728,2.3244380950927734,0.007293946024799417,0.018599562363238512
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,4,7,2742,730,2012,0.2662290299051787,0.23029839326702373,-4.997012138366699,1.250956416130066,1.3091970682144165,0.058351568198395334,0.12654996353026987
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,5,0,2742,374,2368,0.1363967906637491,0.09410864575363427,-5.213347911834717,0.9702160358428955,1.3462573289871216,0.036105032822757115,0.08278628738147338
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,5,1,2742,363,2379,0.1323851203501094,0.08990053557765876,-5.160590171813965,0.9614279866218567,1.306062936782837,0.03975200583515682,0.08351568198395332
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,5,2,2742,151,2591,0.05506929248723559,0.008798775822494262,-6.251766681671143,0.7817614674568176,2.2597899436950684,0.002188183807439825,0.0087527352297593
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,5,3,2742,2446,296,0.8920495988329686,0.8867635807192042,-2.1526401042938232,1.3223094940185547,2.0627365112304688,0.01823486506199854,0.040846097738876735
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,5,4,2742,140,2602,0.05105762217359591,0.0045906656465187455,-5.407982349395752,0.5083847045898438,1.4117432832717896,0.002188183807439825,0.006564551422319475
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,5,5,2742,222,2520,0.08096280087527352,0.035960214231063506,-5.266861438751221,0.7106600403785706,1.284355640411377,0.024799416484318017,0.0587162654996353
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,5,6,2742,224,2518,0.08169219547775347,0.036725325172149964,-5.674866676330566,0.861649215221405,1.7050567865371704,0.014952589350838803,0.041940189642596645
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,5,7,2742,192,2550,0.0700218818380744,0.02448355011476664,-6.281394004821777,1.2678799629211426,2.3108060359954834,0.010940919037199124,0.030269876002917577
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,6,0,2742,135,2607,0.04923413566739606,0.0026778882938026014,-5.842364311218262,0.6506186127662659,1.8462070226669312,0.004741064916119621,0.010211524434719184
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,6,1,2742,278,2464,0.10138584974471189,0.057383320581484314,-5.596525192260742,0.9607281684875488,1.663207769393921,0.020058351568198397,0.04850474106491612
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,6,2,2742,494,2248,0.18016046681254558,0.14001530221882172,-5.31541633605957,1.154345154762268,1.5411438941955566,0.03172866520787746,0.08023340627279359
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,6,3,2742,1192,1550,0.43471918307804525,0.4070390206579954,-4.31430196762085,1.0748381614685059,0.9165284633636475,0.06710430342815463,0.17578409919766594
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,6,4,2742,223,2519,0.0813274981765135,0.036342769701606735,-5.6396050453186035,0.8936480283737183,1.6862519979476929,0.01349380014587892,0.03574033552151714
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,6,5,2742,129,2613,0.047045951859956234,0.00038255547054322876,-6.316540241241455,0.6261902451515198,2.3206543922424316,0.00036469730123997083,0.0018234865061998542
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,6,6,2742,368,2374,0.13420860685630925,0.09181331293037491,-5.894412994384766,1.2444485425949097,2.005591630935669,0.024434719183078046,0.06090444930707513
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,6,7,2742,1013,1729,0.36943836615609044,0.3385615914307575,-4.364140510559082,0.9515746235847473,0.8264140486717224,0.07913931436907366,0.18161925601750548
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,7,0,2742,276,2466,0.10065645514223195,0.056618209640397855,-5.613600254058838,1.017210602760315,1.685086727142334,0.028446389496717725,0.06236323851203501
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,7,1,2742,2741,1,0.99963530269876,0.9996174445294568,-1.004448652267456,0.4103129506111145,2.9961211681365967,0.0,0.0
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,7,2,2742,137,2605,0.049963530269876,0.0034429992348890587,-6.650346279144287,0.7484376430511475,2.6540162563323975,0.0018234865061998542,0.004741064916119621
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,7,3,2742,137,2605,0.049963530269876,0.0034429992348890587,-7.491002082824707,0.9455912113189697,3.49721360206604,0.0014587892049598833,0.0029175784099197666
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,7,4,2742,129,2613,0.047045951859956234,0.00038255547054322876,-6.631946563720703,0.8019601106643677,2.632254123687744,0.0007293946024799417,0.0032822757111597373
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,7,5,2742,2456,286,0.8956965718453683,0.8905891354246366,-2.4431564807891846,1.1604622602462769,1.7206155061721802,0.023340627279358133,0.058351568198395334
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,7,6,2742,146,2596,0.05324580598103574,0.006885998469778117,-6.296963214874268,0.7096860408782959,2.3035106658935547,0.0029175784099197666,0.007658643326039387
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,7,7,2742,129,2613,0.047045951859956234,0.00038255547054322876,-6.2134904861450195,0.5569827556610107,2.213752508163452,0.0007293946024799417,0.0010940919037199124
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,8,0,2742,439,2303,0.1601021152443472,0.11897475133894414,-5.785238742828369,1.3840086460113525,1.94771146774292,0.03099927060539752,0.07585703865791393
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,8,1,2742,1107,1635,0.4037199124726477,0.374521805661821,-4.581484317779541,1.4171873331069946,1.230696678161621,0.049963530269876,0.13347921225382933
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,8,2,2742,131,2611,0.047775346462436176,0.0011476664116296864,-7.106366157531738,1.011542558670044,3.109466075897217,0.0,0.0014587892049598833
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,8,3,2742,141,2601,0.05142231947483589,0.004973221117061974,-6.485406398773193,0.9133394956588745,2.490614652633667,0.0032822757111597373,0.007293946024799417
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,8,4,2742,2167,575,0.7902990517870168,0.7800306044376435,-2.6171154975891113,1.6128298044204712,1.8437023162841797,0.02735229759299781,0.06892778993435449
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,8,5,2742,677,2065,0.24690007293946026,0.2100229533282326,-5.0018086433410645,1.2768458127975464,1.3202875852584839,0.04631655725747629,0.11779722830051058
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,8,6,2742,345,2397,0.12582056892778992,0.08301453710788065,-5.31739616394043,1.0301876068115234,1.4397152662277222,0.028446389496717725,0.07439824945295405
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,8,7,2742,246,2496,0.08971553610503283,0.045141545524101,-6.836876392364502,1.6604293584823608,2.909111976623535,0.013858497447118891,0.037199124726477024
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,9,0,2742,169,2573,0.06163384390955507,0.01568477429227238,-6.32706356048584,0.9086041450500488,2.350316047668457,0.0040116703136396795,0.01312910284463895
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,9,1,2742,147,2595,0.053610503282275714,0.0072685539403213465,-6.8922505378723145,0.9671081304550171,2.9006471633911133,0.0014587892049598833,0.00437636761487965
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,9,2,2742,2478,264,0.9037199124726477,0.8990053557765876,-2.4125659465789795,1.1828035116195679,1.753622055053711,0.016776075857038657,0.05215171407731583
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,9,3,2742,466,2276,0.1699489423778264,0.12930374904361133,-5.398779392242432,1.159423828125,1.581458568572998,0.03172866520787746,0.07148067104303428
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,9,4,2742,2659,83,0.9697301239970825,0.968247895944912,-1.9542624950408936,0.8009827136993408,2.075688123703003,0.009846827133479213,0.02516411378555799
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,9,5,2742,442,2300,0.1611962071480671,0.12012241775057383,-5.634637832641602,1.3681522607803345,1.8119568824768066,0.034281546316557256,0.07950401167031364
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,9,6,2742,1507,1235,0.549598832968636,0.5275439938791124,-4.113286972045898,1.748058795928955,1.3925939798355103,0.04814004376367615,0.11597374179431072
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,9,7,2742,2689,53,0.9806710430342815,0.9797245600612089,-1.8104145526885986,0.7558903098106384,2.2112393379211426,0.006929248723559446,0.015317286652078774
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,10,0,2742,135,2607,0.04923413566739606,0.0026778882938026014,-6.370874404907227,0.6653146743774414,2.3747949600219727,0.0018234865061998542,0.0040116703136396795
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,10,1,2742,197,2545,0.07184536834427425,0.026396327467482786,-6.327746868133545,1.1499782800674438,2.358271598815918,0.010211524434719184,0.024434719183078046
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,10,2,2742,212,2530,0.07731582786287382,0.032134659525631215,-6.120113849639893,1.0186911821365356,2.1686811447143555,0.011305616338439095,0.02516411378555799
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,10,3,2742,186,2556,0.06783369803063458,0.02218821729150727,-6.7573394775390625,1.3073796033859253,2.7936041355133057,0.005470459518599562,0.014587892049598834
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,10,4,2742,147,2595,0.053610503282275714,0.0072685539403213465,-6.876834869384766,1.2081998586654663,2.8877758979797363,0.0029175784099197666,0.009482129832239242
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,10,5,2742,243,2499,0.0886214442013129,0.04399387911247131,-5.931079864501953,1.0201430320739746,1.9806634187698364,0.011670313639679067,0.03355215171407731
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,10,6,2742,1571,1171,0.5729394602479941,0.5520275439938791,-3.919827938079834,1.6163249015808105,1.3677817583084106,0.037199124726477024,0.09737417943107221
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,10,7,2742,385,2357,0.14040846097738877,0.0983167559296098,-6.002291679382324,1.399996042251587,2.1413538455963135,0.022975929978118162,0.05032822757111598
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,11,0,2742,384,2358,0.1400437636761488,0.09793420045906656,-5.522773742675781,1.0436066389083862,1.6439157724380493,0.02224653537563822,0.058351568198395334
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,11,1,2742,393,2349,0.14332603938730853,0.10137719969395563,-5.415271759033203,1.1397960186004639,1.5705276727676392,0.02662290299051787,0.07950401167031364
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,11,2,2742,2660,82,0.9700948212983224,0.9686304514154552,-2.069589614868164,0.8851207494735718,1.9774564504623413,0.011305616338439095,0.025528811086797956
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,11,3,2742,684,2058,0.24945295404814005,0.2127008416220352,-5.0901312828063965,1.3349660634994507,1.4602198600769043,0.03391684901531729,0.09226841721371262
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,11,4,2742,482,2260,0.17578409919766594,0.135424636572303,-5.321996212005615,1.2036389112472534,1.501991629600525,0.033187454412837346,0.08935083880379285
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,11,5,2742,158,2584,0.05762217359591539,0.011476664116296864,-6.9762773513793945,1.3169116973876953,2.9845402240753174,0.005835156819839533,0.014223194748358862
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,11,6,2742,809,1933,0.2950401167031364,0.2605202754399388,-4.846757411956787,1.301896572113037,1.2913718223571777,0.040846097738876735,0.10576221735959154
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,11,7,2742,168,2574,0.061269146608315096,0.015302218821729151,-6.702321529388428,1.1902186870574951,2.733788013458252,0.00437636761487965,0.01349380014587892
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,12,0,2742,1933,809,0.7049598832968637,0.690512624330528,-3.5531375408172607,0.9268338680267334,0.848325788974762,0.06929248723559446,0.16776075857038658
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,12,1,2742,557,2185,0.20313639679066375,0.16411629686304513,-5.10709285736084,1.1783210039138794,1.3498045206069946,0.04230488694383661,0.10685630926331145
