left_trace_id,right_trace_id,left_request_id,right_request_id,layer_retention_pearson,layer_head_retention_pearson,logical_removed_fraction_delta,cold_removed_fraction_delta
kvzap-predictor-trace-20260818T070949Z::longbench__qasper__row000042,kvzap-predictor-trace-20260818T072355Z::longbench__2wikimqa__row000062,longbench__qasper__row000042,longbench__2wikimqa__row000062,0.9930714857623921,0.9899224808521584,0.00724865837703681,0.000979498689051339
kvzap-predictor-trace-20260818T070949Z::longbench__qasper__row000042,kvzap-predictor-trace-20260818T072412Z::longbench__2wikimqa__row000089,longbench__qasper__row000042,longbench__2wikimqa__row000089,0.9937044281135592,0.9910635732329939,0.005066720712912476,-0.004864634845018645
kvzap-predictor-trace-20260818T070949Z::longbench__qasper__row000042,kvzap-predictor-trace-20260818T072428Z::longbench__2wikimqa__row000106,longbench__qasper__row000042,longbench__2wikimqa__row000106,0.9874888684083674,0.9870114105984845,0.010036811583480465,0.00993403977590801
kvzap-predictor-trace-20260818T070949Z::longbench__qasper__row000042,kvzap-predictor-trace-20260818T072443Z::longbench__2wikimqa__row000118,longbench__qasper__row000042,longbench__2wikimqa__row000118,0.9829217869165905,0.9808266731437623,0.004076072218608173,0.01353428467121931
kvzap-predictor-trace-20260818T070949Z::longbench__qasper__row000042,kvzap-predictor-trace-20260818T072458Z::longbench__2wikimqa__row000134,longbench__qasper__row000042,longbench__2wikimqa__row000134,0.9939020272175348,0.989290143051914,0.01338769222678049,0.004672458745214492
kvzap-predictor-trace-20260818T070949Z::longbench__qasper__row000042,kvzap-predictor-trace-20260818T072514Z::longbench__2wikimqa__row000055,longbench__qasper__row000042,longbench__2wikimqa__row000055,0.9932728525691485,0.989681134870755,0.013345479495263324,0.0010716489178093092
kvzap-predictor-trace-20260818T070949Z::longbench__qasper__row000042,kvzap-predictor-trace-20260818T072530Z::longbench__2wikimqa__row000167,longbench__qasper__row000042,longbench__2wikimqa__row000167,0.9905514965049487,0.9863327475390192,0.02219250110768367,0.009021711691602485
kvzap-predictor-trace-20260818T070949Z::longbench__qasper__row000042,kvzap-predictor-trace-20260818T072546Z::longbench__musique__row000068,longbench__qasper__row000042,longbench__musique__row000068,0.9829235838938657,0.9781925334556607,0.010751785670024105,-0.008856345584009828
kvzap-predictor-trace-20260818T070949Z::longbench__qasper__row000042,kvzap-predictor-trace-20260818T072604Z::longbench__musique__row000135,longbench__qasper__row000042,longbench__musique__row000135,0.9787611091244941,0.9789410934881242,0.007097139539642416,-0.014238992110058746
kvzap-predictor-trace-20260818T070949Z::longbench__qasper__row000042,kvzap-predictor-trace-20260818T072622Z::longbench__musique__row000191,longbench__qasper__row000042,longbench__musique__row000191,0.9774444435971962,0.9775481729780126,0.007536900305881056,-0.01433675539706325
kvzap-predictor-trace-20260818T070949Z::longbench__qasper__row000042,kvzap-predictor-trace-20260818T072640Z::longbench__2wikimqa__row000017,longbench__qasper__row000042,longbench__2wikimqa__row000017,0.984518211215847,0.9857761461729543,0.00537104074346495,-0.01703277647276491
kvzap-predictor-trace-20260818T070949Z::longbench__qasper__row000042,kvzap-predictor-trace-20260818T072657Z::longbench__2wikimqa__row000083,longbench__qasper__row000042,longbench__2wikimqa__row000083,0.9800884856764244,0.9862732029306998,0.008866175428228096,-0.013302968186364783
kvzap-predictor-trace-20260818T070949Z::longbench__qasper__row000042,kvzap-predictor-trace-20260818T072715Z::longbench__2wikimqa__row000124,longbench__qasper__row000042,longbench__2wikimqa__row000124,0.9854839866432158,0.9869260812731443,-0.0015250628848031411,-0.02364247538273956
kvzap-predictor-trace-20260818T070949Z::longbench__qasper__row000042,kvzap-predictor-trace-20260818T072733Z::longbench__musique__row000052,longbench__qasper__row000042,longbench__musique__row000052,0.9732752870985452,0.9770690664812841,0.012836470431584646,-0.011437778580384417
kvzap-predictor-trace-20260818T070949Z::longbench__qasper__row000042,kvzap-predictor-trace-20260818T072754Z::longbench__musique__row000155,longbench__qasper__row000042,longbench__musique__row000155,0.9439525809494891,0.9697381183928356,-0.012781037107498672,-0.04002235899790385
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T071609Z::longbench__qasper__row000146,longbench__qasper__row000079,longbench__qasper__row000146,0.9964375278641833,0.9962429539653533,-0.005770279415535429,0.006902962471829643
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T071625Z::longbench__qasper__row000163,longbench__qasper__row000079,longbench__qasper__row000163,0.9973298378287151,0.9976077811864131,-0.0032371399915415155,0.004522910555895487
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T071641Z::longbench__qasper__row000049,longbench__qasper__row000079,longbench__qasper__row000049,0.9940148021954364,0.9955807518306977,-0.008413861792399335,-0.01611330362575003
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T071658Z::longbench__qasper__row000051,longbench__qasper__row000079,longbench__qasper__row000051,0.9892393311613211,0.9949723458540357,-0.0033867051524969494,-0.011895418703923744
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T071714Z::longbench__qasper__row000070,longbench__qasper__row000079,longbench__qasper__row000070,0.9900385019515889,0.9942593628702618,0.0012274046866385113,-0.006194955469463914
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T071731Z::longbench__qasper__row000072,longbench__qasper__row000079,longbench__qasper__row000072,0.9871918099588841,0.9923309662219134,-0.011925729357837311,-0.0221127462160996
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T071748Z::longbench__qasper__row000077,longbench__qasper__row000079,longbench__qasper__row000077,0.9975180255715572,0.9978227039158339,0.0006517014797405851,-0.006150113329115747
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T071806Z::longbench__narrativeqa__row000002,longbench__qasper__row000079,longbench__narrativeqa__row000002,0.9771533919651766,0.9800766142546704,-0.008183815910420944,-0.02090838573050502
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T071824Z::longbench__narrativeqa__row000003,longbench__qasper__row000079,longbench__narrativeqa__row000003,0.9699172063056583,0.9799295776504063,0.00455940057675297,-0.00875931523790463
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T071844Z::longbench__narrativeqa__row000005,longbench__qasper__row000079,longbench__narrativeqa__row000005,0.9474419484682773,0.9710178553026529,-0.012530035415420082,-0.029218632434989678
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T071904Z::longbench__qasper__row000016,longbench__qasper__row000079,longbench__qasper__row000016,0.9140325685157097,0.9621024619845688,-0.026837509867892795,-0.04458574780961966
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T071923Z::longbench__qasper__row000073,longbench__qasper__row000079,longbench__qasper__row000073,0.9590622481159639,0.9820942957924992,-0.012356537467678397,-0.026697788404514866
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T071940Z::longbench__gov_report__row000096,longbench__qasper__row000079,longbench__gov_report__row000096,0.9977654059976434,0.9961948225692822,-0.003331032054454508,0.0067060172401125495
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T071955Z::longbench__gov_report__row000109,longbench__qasper__row000079,longbench__gov_report__row000109,0.9967204079578679,0.9947971618264015,-0.007152426603114215,0.0005259208090454548
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T072011Z::longbench__multi_news__row000054,longbench__qasper__row000079,longbench__multi_news__row000054,0.9943705210816316,0.9929647021165334,-0.003933986776308851,0.010708863927308077
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T072026Z::longbench__multi_news__row000127,longbench__qasper__row000079,longbench__multi_news__row000127,0.9945760839919255,0.9927294054249362,0.00245614933520244,0.012246521830320711
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T072041Z::longbench__qmsum__row000042,longbench__qasper__row000079,longbench__qmsum__row000042,0.9818716901199053,0.9767423795881691,0.03932204399997363,0.05255312986076954
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T072057Z::longbench__gov_report__row000180,longbench__qasper__row000079,longbench__gov_report__row000180,0.993368103133713,0.9955686460734725,0.003856856140813769,-0.0008944223962821241
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T072113Z::longbench__multi_news__row000129,longbench__qasper__row000079,longbench__multi_news__row000129,0.9928632012106503,0.9926962840940824,-0.0019153567360213897,-0.008054232689006957
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T072129Z::longbench__multi_news__row000144,longbench__qasper__row000079,longbench__multi_news__row000144,0.9885388356720195,0.9914821388997991,0.002684291879724632,-0.0037431940668659625
