trace_id,experiment_id,request_id,layer,left_kv_head,right_kv_head,drop_jaccard,expected_drop_jaccard_independent,drop_jaccard_excess,keep_jaccard,expected_keep_jaccard_independent,keep_jaccard_excess
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,0,1,5,0.995026778882938,0.9950302825237114,-3.5036407733946007e-06,0.0,0.00035325287017956477,-0.00035325287017956477
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,0,1,6,0.8104900459418071,0.8106534027658971,-0.00016335682409007735,0.004024144869215292,0.004500432022991971,-0.0004762871537766786
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,0,1,7,0.9954093343534812,0.9954093343534812,0.0,0.0,0.0,0.0
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,0,2,3,0.9590665646518746,0.9590665646518746,0.0,0.0,0.0,0.0
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,0,2,4,1.0,1.0,0.0,1.0,1.0,0.0
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,0,2,5,0.9996174445294568,0.9996174445294568,0.0,0.0,0.0,0.0
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,0,2,6,0.8136954858454476,0.8136954858454477,-1.1102230246251565e-16,0.0,0.0,0.0
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,0,2,7,1.0,1.0,0.0,1.0,1.0,0.0
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,0,3,4,0.9590665646518746,0.9590665646518746,0.0,0.0,0.0,0.0
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,0,3,5,0.9586840091813313,0.9587146813009841,-3.0672119652797036e-05,0.0,0.00037915699580091835,-0.00037915699580091835
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,0,3,6,0.7782041442824251,0.7863851735031125,-0.008181029220687419,0.013651877133105802,0.034725281169553354,-0.02107340403644755
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,0,3,7,0.9590665646518746,0.9590665646518746,0.0,0.0,0.0,0.0
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,0,4,5,0.9996174445294568,0.9996174445294568,0.0,0.0,0.0,0.0
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,0,4,6,0.8136954858454476,0.8136954858454477,-1.1102230246251565e-16,0.0,0.0,0.0
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,0,4,7,1.0,1.0,0.0,1.0,1.0,0.0
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,0,5,6,0.8140068886337543,0.8134421776831906,0.0005647109505636516,0.002053388090349076,0.00038191735057581025,0.0016714707397732659
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,0,5,7,0.9996174445294568,0.9996174445294568,0.0,0.0,0.0,0.0
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,0,6,7,0.8136954858454476,0.8136954858454477,-1.1102230246251565e-16,0.0,0.0,0.0
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,0,1,0.9927314460596787,0.9927518606231066,-2.041456342793957e-05,0.0,0.0014114041454955878,-0.0014114041454955878
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,0,2,0.9750288129081829,0.9670118768016389,0.00801693610654397,0.14473684210526316,0.004514214032050048,0.14022262807321312
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,0,3,0.9919663351185922,0.9919949046509988,-2.8569532406597098e-05,0.0,0.0017884517118037626,-0.0017884517118037626
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,0,4,0.9306513409961685,0.9283884480098663,0.002262892986302223,0.021621621621621623,0.004983767158398375,0.01663785446322325
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,0,5,0.8657230298393267,0.8670121515263439,-0.001289121687017225,0.0,0.0051687343064606055,-0.0051687343064606055
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,0,6,0.990053557765876,0.9901024875790814,-4.892981320536727e-05,0.0,0.002478022302200733,-0.002478022302200733
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,0,7,0.07,0.06959900266923646,0.0004009973307635417,0.005756578947368421,0.0053536308397313555,0.00040294810763706525
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,1,2,0.9739363740896896,0.9702659195264606,0.0036704545632290086,0.0684931506849315,0.0017933738521178717,0.06669977683281363
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,1,3,0.9977020298736117,0.9954195552996716,0.002282474573940041,0.3333333333333333,0.001117033159927214,0.3322163001734061
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,1,4,0.9348409352242238,0.9313873393050272,0.0034535959191966947,0.02857142857142857,0.001863109369843148,0.026708319201585423
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,1,5,0.8727481793790725,0.8696270745102954,0.003121104868777036,0.01483679525222552,0.0018883719991975496,0.01294842325302797
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,1,6,0.9950229709035222,0.9935140618908184,0.0015089090127038407,0.13333333333333333,0.001352021271801329,0.131981312061532
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,1,7,0.06852986217457886,0.0696158066254635,-0.0010859444508846405,0.0008213552361396304,0.0019125035898761543,-0.001091148353736524
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,2,3,0.9724137931034482,0.9695428530029704,0.0028709401004778368,0.05263157894736842,0.0024495587438700724,0.050182020203498344
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,2,4,0.9347319347319347,0.9086947475748954,0.026037187157039288,0.19230769230769232,0.02010237656511358,0.17220531574257875
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,2,5,0.8552175587216019,0.8498121804037516,0.005405378317850262,0.043256997455470736,0.02349353810716626,0.019763459348304476
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,2,6,0.968989280245023,0.9677350514920698,0.0012542287529531126,0.024096385542168676,0.003958177069683821,0.020138208472484855
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,2,7,0.06784313725490196,0.0694861061444288,-0.0016429688895268357,0.026218762802130275,0.027868307429173088,-0.0016495446270428128
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,3,4,0.9333333333333333,0.9307210385125615,0.0026122948207718544,0.02247191011235955,0.0025815397778400197,0.01989037033451953
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,3,5,0.8726993865030674,0.8690461811980347,0.0036532053050327695,0.01775147928994083,0.0026302966916687495,0.01512118259827208
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,3,6,0.9942572741194488,0.9927559435859852,0.001501330533463574,0.11764705882352941,0.001694163204388675,0.11595289561914074
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,3,7,0.06940184049079755,0.06961208173977242,-0.0002102412489748684,0.002466091245376079,0.002677351749353027,-0.00021126050397694785
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,4,5,0.8559622195985832,0.8198384681712678,0.03612375142731539,0.1662870159453303,0.046096078374666706,0.1201909375706636
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,4,6,0.9306779011872846,0.9290549878083342,0.0016229133789503747,0.016304347826086956,0.004314613390094498,0.01198973443599246
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,4,7,0.05430410297666935,0.06927900195336764,-0.014974898976698292,0.05163372327551432,0.06661347188601578,-0.014979748610501463
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,5,6,0.8693486590038314,0.8675934462564682,0.0017552127473632329,0.011594202898550725,0.004452557798472243,0.007141645100078481
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,5,7,0.03799071338117349,0.0689149521103826,-0.030924238729209103,0.09706814580031696,0.1276892622077586,-0.030621116407441654
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,1,6,7,0.06994619523443504,0.06960274622520433,0.0003434490092307091,0.004934210526315789,0.004589089088459505,0.00034512143785628453
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,0,1,0.957471264367816,0.9553028898819432,0.002168374485872815,0.034782608695652174,0.009377758164165929,0.025404850531486244
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,0,2,0.9087759815242494,0.8993134951090154,0.009462486415234062,0.06324110671936758,0.011493492295476252,0.051747614423891336
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,0,3,0.8538461538461538,0.847355240547309,0.006490913298844769,0.03553299492385787,0.012066851648706198,0.023466143275151674
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,0,4,0.9531310026892048,0.9459771313302648,0.007153871358939967,0.08270676691729323,0.010035526838326052,0.07267124007896718
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,0,5,0.8843641951594314,0.8791368234999275,0.005227371659503932,0.035256410256410256,0.011774771838331156,0.023481638418079098
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,0,6,0.9804747320061256,0.9791662580672168,0.0013084739389087607,0.03773584905660377,0.004991052454982652,0.03274479660162112
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,0,7,0.0,0.0,0.0,0.013006885998469778,0.013006885998469775,3.469446951953614e-18
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,1,2,0.8891454965357968,0.883087106292495,0.006058390243301792,0.05263157894736842,0.02446402655219502,0.0281675523951734
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,1,3,0.8687304075235109,0.8329346295348206,0.03579577798869038,0.1561712846347607,0.02721662688478779,0.12895465774997292
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,1,4,0.9313123561013047,0.9280399364210863,0.003272419680218408,0.0427807486631016,0.018685798792917388,0.024094949870184214
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,1,5,0.8748551564310545,0.8636240860779819,0.01123107035307258,0.07163323782234957,0.025774575031660803,0.04585866279068876
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,1,6,0.97,0.9599611254871208,0.010038874512879215,0.15217391304347827,0.00648385936745137,0.1456900536760269
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,1,7,0.0,0.0,0.0,0.032517214996174444,0.03251721499617444,6.938893903907228e-18
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,2,3,0.8278591214879304,0.7900483698847728,0.03781075160315761,0.16666666666666666,0.05843610126353358,0.10823056540313308
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,2,4,0.8867851622874807,0.8751121248170673,0.011673037470413372,0.08150470219435736,0.02950980615995801,0.05199489603439935
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,2,5,0.8396558466953461,0.8176066184573401,0.022049228238006036,0.12205567451820129,0.05216923063923534,0.06988644387896595
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,2,6,0.9020657995409335,0.903440522865862,-0.0013747233249284951,0.0,0.007429442874584657,-0.007429442874584657
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,2,7,0.0,0.0,0.0,0.08990053557765876,0.08990053557765876,0.0
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,3,4,0.8267231420870235,0.8258361190225468,0.000887023064476633,0.03640256959314775,0.033610122578094134,0.0027924470150536146
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,3,5,0.8686041751944331,0.7744341559961396,0.09417001919829349,0.3475609756097561,0.06651462526676986,0.2810463503429862
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,3,6,0.8588461538461538,0.8510181912698667,0.00782796257628715,0.03674540682414698,0.0076648618685320755,0.029080544955614906
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,3,7,0.0,0.0,0.0,0.14307574598316755,0.14307574598316752,2.7755575615628914e-17
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,4,5,0.855880092236741,0.8559952455490983,-0.00011515331235734116,0.031007751937984496,0.03143801992887633,-0.00043026799089183193
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,4,6,0.9513782542113323,0.9505446451498429,0.0008336090614893266,0.015503875968992248,0.006791640695746239,0.008712235273246008
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,4,7,0.0,0.0,0.0,0.042081101759755164,0.04208110175975521,-4.85722573273506e-17
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,5,6,0.8857361963190185,0.8830803376101722,0.002655858708846215,0.019736842105263157,0.007545963984776251,0.012190878120486906
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,5,7,0.0,0.0,0.0,0.11055853098699311,0.11055853098699309,2.7755575615628914e-17
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,2,6,7,0.0,0.0,0.0,0.008033664881407804,0.008033664881407776,2.7755575615628914e-17
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,0,1,0.026953125,0.02638163823640899,0.0005714867635910129,0.021218074656188603,0.020646431771377587,0.0005716428848110168
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,0,2,0.6322330097087379,0.6203143633226863,0.011918646386051557,0.03955375253549696,0.019960288033572426,0.01959346450192453
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,0,3,0.14524271844660194,0.148348405430424,-0.003105686983822048,0.017410714285714286,0.020583654094562462,-0.0031729398088481756
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,0,4,0.576952822892498,0.5736917410757784,0.003261081816719691,0.024955436720142603,0.020083368511352184,0.004872068208790419
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,0,5,0.9478127398311589,0.9433566540084338,0.004456085822725053,0.05555555555555555,0.013498760317929978,0.04205679523762557
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,0,6,0.9785358374856267,0.9749386301751608,0.0035972073104658664,0.08196721311475409,0.0037701598827061577,0.07819705323204794
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,0,7,0.9604606525911709,0.954745805547738,0.005714847043432836,0.08035714285714286,0.011571083165960925,0.06878605969118194
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,1,2,0.03946569520340012,0.02599086936795145,0.013474825835448668,0.37936445664966656,0.3677576544776505,0.01160680217201604
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,1,3,0.15949367088607594,0.022933753485006036,0.1365599174010699,0.8698549588396707,0.8319859009969653,0.037869057842705334
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,1,4,0.045454545454545456,0.02590266875981162,0.019551876694733836,0.4306483300589391,0.41456817771742854,0.016080152341510556
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,1,5,0.027424483306836247,0.02636921580427445,0.0010552675025617964,0.03850687622789784,0.0374523680239878,0.0010545082039100442
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,1,6,0.026518063028439662,0.026393114486885322,0.0001249485415543393,0.004715127701375246,0.0045900943539435,0.0001250333474317458
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,1,7,0.027090694935217905,0.02637801143447914,0.0007126835007387651,0.026326129666011788,0.025613417426076493,0.0007127122399352946
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,2,3,0.1371012870733072,0.13678418994799596,0.0003170971253112498,0.3490924440692275,0.3488086364112641,0.00028380765796343077
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,2,4,0.5718547986076579,0.43233994016065785,0.139514858447,0.41188524590163933,0.2452719823034385,0.16661326359820083
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,2,5,0.6374015748031496,0.6135184609662624,0.023883113836887238,0.0743718592964824,0.035254044890204846,0.03911781440627756
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,2,6,0.6276840490797546,0.6267219480501203,0.0009621010296343435,0.006141248720573183,0.004555281460254692,0.0015859672603184905
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,2,7,0.6246607212097712,0.6183154133038138,0.006345307905957442,0.03489531405782652,0.024565802267513762,0.010329511790312756
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,3,4,0.2069620253164557,0.1343761463463921,0.07258587897006358,0.45212068211630957,0.3906451491983812,0.061475532917928344
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,3,5,0.14731437598736177,0.14795646102024113,-0.0006420850328793526,0.036590807675145026,0.03724630492057767,-0.0006554972454326444
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,3,6,0.14950038431975404,0.148712016051021,0.0007883682687330473,0.005393258426966292,0.0045869841661430035,0.0008062742608232884
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,3,7,0.15092120736965894,0.14823379869391032,0.002687408675748626,0.02826379542395693,0.025516871774445744,0.0027469236495111862
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,4,5,0.584446190102121,0.567874214120758,0.016571975981362952,0.06039076376554174,0.03563981646529791,0.024750947300243832
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,4,6,0.581573896353167,0.5791680865427421,0.0024058098104249304,0.00818926296633303,0.004561661510287355,0.0036276014560456754
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,4,7,0.5737514518002322,0.571981565674946,0.0017698861252862796,0.027385159010600707,0.02475249860954275,0.002632660401057956
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,5,6,0.9586681974741676,0.9582559259465268,0.00041227152764089503,0.009174311926605505,0.0041066614518585,0.0050676504747470055
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,5,7,0.9405902644691453,0.9387413333177077,0.0018489311514375828,0.03125,0.01545872337219596,0.015791276627804038
kvzap-predictor-trace-20260818T070032Z::longbench__qasper__row000037,kvzap-predictor-trace-20260818T070032Z,longbench__qasper__row000037,3,6,7,0.9750671269658612,0.9700099177540679,0.005057209211793312,0.09722222222222222,0.003908566761626065,0.09331365546059615
