trace_id,experiment_id,request_id,threshold_delta,effective_threshold,predicted_drop_fraction
kvzap-predictor-trace-20260818T071609Z::longbench__qasper__row000146,kvzap-predictor-trace-20260818T071609Z,longbench__qasper__row000146,0.0,-4.0,0.6949321395224757
kvzap-predictor-trace-20260818T071609Z::longbench__qasper__row000146,kvzap-predictor-trace-20260818T071609Z,longbench__qasper__row000146,0.25,-3.75,0.7273325997065493
kvzap-predictor-trace-20260818T071609Z::longbench__qasper__row000146,kvzap-predictor-trace-20260818T071609Z,longbench__qasper__row000146,0.5,-3.5,0.7577447645724956
kvzap-predictor-trace-20260818T071625Z::longbench__qasper__row000163,kvzap-predictor-trace-20260818T071625Z,longbench__qasper__row000163,-0.5,-4.5,0.6238041325333641
kvzap-predictor-trace-20260818T071625Z::longbench__qasper__row000163,kvzap-predictor-trace-20260818T071625Z,longbench__qasper__row000163,-0.25,-4.25,0.6588184108303526
kvzap-predictor-trace-20260818T071625Z::longbench__qasper__row000163,kvzap-predictor-trace-20260818T071625Z,longbench__qasper__row000163,0.0,-4.0,0.6925106245913619
kvzap-predictor-trace-20260818T071625Z::longbench__qasper__row000163,kvzap-predictor-trace-20260818T071625Z,longbench__qasper__row000163,0.25,-3.75,0.7255766605130571
kvzap-predictor-trace-20260818T071625Z::longbench__qasper__row000163,kvzap-predictor-trace-20260818T071625Z,longbench__qasper__row000163,0.5,-3.5,0.7561319756932425
kvzap-predictor-trace-20260818T071641Z::longbench__qasper__row000049,kvzap-predictor-trace-20260818T071641Z,longbench__qasper__row000049,-0.5,-4.5,0.5992246231353564
kvzap-predictor-trace-20260818T071641Z::longbench__qasper__row000049,kvzap-predictor-trace-20260818T071641Z,longbench__qasper__row000049,-0.25,-4.25,0.6364141771952612
kvzap-predictor-trace-20260818T071641Z::longbench__qasper__row000049,kvzap-predictor-trace-20260818T071641Z,longbench__qasper__row000049,0.0,-4.0,0.6717716820167671
kvzap-predictor-trace-20260818T071641Z::longbench__qasper__row000049,kvzap-predictor-trace-20260818T071641Z,longbench__qasper__row000049,0.25,-3.75,0.7070350936749714
kvzap-predictor-trace-20260818T071641Z::longbench__qasper__row000049,kvzap-predictor-trace-20260818T071641Z,longbench__qasper__row000049,0.5,-3.5,0.7394517259023103
kvzap-predictor-trace-20260818T071658Z::longbench__qasper__row000051,kvzap-predictor-trace-20260818T071658Z,longbench__qasper__row000051,-0.5,-4.5,0.600353587962963
kvzap-predictor-trace-20260818T071658Z::longbench__qasper__row000051,kvzap-predictor-trace-20260818T071658Z,longbench__qasper__row000051,-0.25,-4.25,0.638603587962963
kvzap-predictor-trace-20260818T071658Z::longbench__qasper__row000051,kvzap-predictor-trace-20260818T071658Z,longbench__qasper__row000051,0.0,-4.0,0.6750503472222222
kvzap-predictor-trace-20260818T071658Z::longbench__qasper__row000051,kvzap-predictor-trace-20260818T071658Z,longbench__qasper__row000051,0.25,-3.75,0.7109276620370371
kvzap-predictor-trace-20260818T071658Z::longbench__qasper__row000051,kvzap-predictor-trace-20260818T071658Z,longbench__qasper__row000051,0.5,-3.5,0.7441597222222223
kvzap-predictor-trace-20260818T071714Z::longbench__qasper__row000070,kvzap-predictor-trace-20260818T071714Z,longbench__qasper__row000070,-0.5,-4.5,0.608218929565784
kvzap-predictor-trace-20260818T071714Z::longbench__qasper__row000070,kvzap-predictor-trace-20260818T071714Z,longbench__qasper__row000070,-0.25,-4.25,0.6458142043322868
kvzap-predictor-trace-20260818T071714Z::longbench__qasper__row000070,kvzap-predictor-trace-20260818T071714Z,longbench__qasper__row000070,0.0,-4.0,0.6815737120628714
kvzap-predictor-trace-20260818T071714Z::longbench__qasper__row000070,kvzap-predictor-trace-20260818T071714Z,longbench__qasper__row000070,0.25,-3.75,0.7170148144857137
kvzap-predictor-trace-20260818T071714Z::longbench__qasper__row000070,kvzap-predictor-trace-20260818T071714Z,longbench__qasper__row000070,0.5,-3.5,0.7493020999940762
kvzap-predictor-trace-20260818T071731Z::longbench__qasper__row000072,kvzap-predictor-trace-20260818T071731Z,longbench__qasper__row000072,-0.5,-4.5,0.5900342497050662
kvzap-predictor-trace-20260818T071731Z::longbench__qasper__row000072,kvzap-predictor-trace-20260818T071731Z,longbench__qasper__row000072,-0.25,-4.25,0.6288517936958942
kvzap-predictor-trace-20260818T071731Z::longbench__qasper__row000072,kvzap-predictor-trace-20260818T071731Z,longbench__qasper__row000072,0.0,-4.0,0.6656276481730722
kvzap-predictor-trace-20260818T071731Z::longbench__qasper__row000072,kvzap-predictor-trace-20260818T071731Z,longbench__qasper__row000072,0.25,-3.75,0.7024533506139607
kvzap-predictor-trace-20260818T071731Z::longbench__qasper__row000072,kvzap-predictor-trace-20260818T071731Z,longbench__qasper__row000072,0.5,-3.5,0.736078398384926
kvzap-predictor-trace-20260818T071748Z::longbench__qasper__row000077,kvzap-predictor-trace-20260818T071748Z,longbench__qasper__row000077,-0.5,-4.5,0.6128109663442781
kvzap-predictor-trace-20260818T071748Z::longbench__qasper__row000077,kvzap-predictor-trace-20260818T071748Z,longbench__qasper__row000077,-0.25,-4.25,0.6478931805581224
kvzap-predictor-trace-20260818T071748Z::longbench__qasper__row000077,kvzap-predictor-trace-20260818T071748Z,longbench__qasper__row000077,0.0,-4.0,0.6816964927411241
kvzap-predictor-trace-20260818T071748Z::longbench__qasper__row000077,kvzap-predictor-trace-20260818T071748Z,longbench__qasper__row000077,0.25,-3.75,0.715615310375983
kvzap-predictor-trace-20260818T071748Z::longbench__qasper__row000077,kvzap-predictor-trace-20260818T071748Z,longbench__qasper__row000077,0.5,-3.5,0.7471835920655455
kvzap-predictor-trace-20260818T071806Z::longbench__narrativeqa__row000002,kvzap-predictor-trace-20260818T071806Z,longbench__narrativeqa__row000002,-0.5,-4.5,0.5934348718561919
kvzap-predictor-trace-20260818T071806Z::longbench__narrativeqa__row000002,kvzap-predictor-trace-20260818T071806Z,longbench__narrativeqa__row000002,-0.25,-4.25,0.6310488826444525
kvzap-predictor-trace-20260818T071806Z::longbench__narrativeqa__row000002,kvzap-predictor-trace-20260818T071806Z,longbench__narrativeqa__row000002,0.0,-4.0,0.6664304243559594
kvzap-predictor-trace-20260818T071806Z::longbench__narrativeqa__row000002,kvzap-predictor-trace-20260818T071806Z,longbench__narrativeqa__row000002,0.25,-3.75,0.7006041824438333
kvzap-predictor-trace-20260818T071806Z::longbench__narrativeqa__row000002,kvzap-predictor-trace-20260818T071806Z,longbench__narrativeqa__row000002,0.5,-3.5,0.7316889373829168
kvzap-predictor-trace-20260818T071824Z::longbench__narrativeqa__row000003,kvzap-predictor-trace-20260818T071824Z,longbench__narrativeqa__row000003,-0.5,-4.5,0.6036051813344149
kvzap-predictor-trace-20260818T071824Z::longbench__narrativeqa__row000003,kvzap-predictor-trace-20260818T071824Z,longbench__narrativeqa__row000003,-0.25,-4.25,0.642137592326316
kvzap-predictor-trace-20260818T071824Z::longbench__narrativeqa__row000003,kvzap-predictor-trace-20260818T071824Z,longbench__narrativeqa__row000003,0.0,-4.0,0.6787885281864101
kvzap-predictor-trace-20260818T071824Z::longbench__narrativeqa__row000003,kvzap-predictor-trace-20260818T071824Z,longbench__narrativeqa__row000003,0.25,-3.75,0.7144946939252049
kvzap-predictor-trace-20260818T071824Z::longbench__narrativeqa__row000003,kvzap-predictor-trace-20260818T071824Z,longbench__narrativeqa__row000003,0.5,-3.5,0.7464855319593457
kvzap-predictor-trace-20260818T071844Z::longbench__narrativeqa__row000005,kvzap-predictor-trace-20260818T071844Z,longbench__narrativeqa__row000005,-0.5,-4.5,0.5792634103165781
kvzap-predictor-trace-20260818T071844Z::longbench__narrativeqa__row000005,kvzap-predictor-trace-20260818T071844Z,longbench__narrativeqa__row000005,-0.25,-4.25,0.6196402474167387
kvzap-predictor-trace-20260818T071844Z::longbench__narrativeqa__row000005,kvzap-predictor-trace-20260818T071844Z,longbench__narrativeqa__row000005,0.0,-4.0,0.6583063171545017
kvzap-predictor-trace-20260818T071844Z::longbench__narrativeqa__row000005,kvzap-predictor-trace-20260818T071844Z,longbench__narrativeqa__row000005,0.25,-3.75,0.6955194310650035
kvzap-predictor-trace-20260818T071844Z::longbench__narrativeqa__row000005,kvzap-predictor-trace-20260818T071844Z,longbench__narrativeqa__row000005,0.5,-3.5,0.7294388868305134
kvzap-predictor-trace-20260818T071904Z::longbench__qasper__row000016,kvzap-predictor-trace-20260818T071904Z,longbench__qasper__row000016,-0.5,-4.5,0.5627944934537562
kvzap-predictor-trace-20260818T071904Z::longbench__qasper__row000016,kvzap-predictor-trace-20260818T071904Z,longbench__qasper__row000016,-0.25,-4.25,0.6035689280963383
kvzap-predictor-trace-20260818T071904Z::longbench__qasper__row000016,kvzap-predictor-trace-20260818T071904Z,longbench__qasper__row000016,0.0,-4.0,0.6431120037807183
kvzap-predictor-trace-20260818T071904Z::longbench__qasper__row000016,kvzap-predictor-trace-20260818T071904Z,longbench__qasper__row000016,0.25,-3.75,0.6828154536862003
kvzap-predictor-trace-20260818T071904Z::longbench__qasper__row000016,kvzap-predictor-trace-20260818T071904Z,longbench__qasper__row000016,0.5,-3.5,0.7194892967163761
kvzap-predictor-trace-20260818T071923Z::longbench__qasper__row000073,kvzap-predictor-trace-20260818T071923Z,longbench__qasper__row000073,-0.5,-4.5,0.5807139190667975
kvzap-predictor-trace-20260818T071923Z::longbench__qasper__row000073,kvzap-predictor-trace-20260818T071923Z,longbench__qasper__row000073,-0.25,-4.25,0.621633541476292
kvzap-predictor-trace-20260818T071923Z::longbench__qasper__row000073,kvzap-predictor-trace-20260818T071923Z,longbench__qasper__row000073,0.0,-4.0,0.6608919687277897
kvzap-predictor-trace-20260818T071923Z::longbench__qasper__row000073,kvzap-predictor-trace-20260818T071923Z,longbench__qasper__row000073,0.25,-3.75,0.699856020351756
kvzap-predictor-trace-20260818T071923Z::longbench__qasper__row000073,kvzap-predictor-trace-20260818T071923Z,longbench__qasper__row000073,0.5,-3.5,0.735608028451845
kvzap-predictor-trace-20260818T071940Z::longbench__gov_report__row000096,kvzap-predictor-trace-20260818T071940Z,longbench__gov_report__row000096,-0.5,-4.5,0.627126060456305
kvzap-predictor-trace-20260818T071940Z::longbench__gov_report__row000096,kvzap-predictor-trace-20260818T071940Z,longbench__gov_report__row000096,-0.25,-4.25,0.6615947512560745
kvzap-predictor-trace-20260818T071940Z::longbench__gov_report__row000096,kvzap-predictor-trace-20260818T071940Z,longbench__gov_report__row000096,0.0,-4.0,0.694836967712709
kvzap-predictor-trace-20260818T071940Z::longbench__gov_report__row000096,kvzap-predictor-trace-20260818T071940Z,longbench__gov_report__row000096,0.25,-3.75,0.7276055823243555
kvzap-predictor-trace-20260818T071940Z::longbench__gov_report__row000096,kvzap-predictor-trace-20260818T071940Z,longbench__gov_report__row000096,0.5,-3.5,0.7578723437113911
kvzap-predictor-trace-20260818T071955Z::longbench__gov_report__row000109,kvzap-predictor-trace-20260818T071955Z,longbench__gov_report__row000109,-0.5,-4.5,0.624146412037037
kvzap-predictor-trace-20260818T071955Z::longbench__gov_report__row000109,kvzap-predictor-trace-20260818T071955Z,longbench__gov_report__row000109,-0.25,-4.25,0.6580873842592593
kvzap-predictor-trace-20260818T071955Z::longbench__gov_report__row000109,kvzap-predictor-trace-20260818T071955Z,longbench__gov_report__row000109,0.0,-4.0,0.6901451581790123
kvzap-predictor-trace-20260818T071955Z::longbench__gov_report__row000109,kvzap-predictor-trace-20260818T071955Z,longbench__gov_report__row000109,0.25,-3.75,0.7223801601080246
kvzap-predictor-trace-20260818T071955Z::longbench__gov_report__row000109,kvzap-predictor-trace-20260818T071955Z,longbench__gov_report__row000109,0.5,-3.5,0.7521821952160493
kvzap-predictor-trace-20260818T072011Z::longbench__multi_news__row000054,kvzap-predictor-trace-20260818T072011Z,longbench__multi_news__row000054,-0.5,-4.5,0.6296038662560082
kvzap-predictor-trace-20260818T072011Z::longbench__multi_news__row000054,kvzap-predictor-trace-20260818T072011Z,longbench__multi_news__row000054,-0.25,-4.25,0.6648277451117645
kvzap-predictor-trace-20260818T072011Z::longbench__multi_news__row000054,kvzap-predictor-trace-20260818T072011Z,longbench__multi_news__row000054,0.0,-4.0,0.6983191586168277
kvzap-predictor-trace-20260818T072011Z::longbench__multi_news__row000054,kvzap-predictor-trace-20260818T072011Z,longbench__multi_news__row000054,0.25,-3.75,0.7321270241261841
kvzap-predictor-trace-20260818T072011Z::longbench__multi_news__row000054,kvzap-predictor-trace-20260818T072011Z,longbench__multi_news__row000054,0.5,-3.5,0.7633624410845117
kvzap-predictor-trace-20260818T072026Z::longbench__multi_news__row000127,kvzap-predictor-trace-20260818T072026Z,longbench__multi_news__row000127,-0.5,-4.5,0.6301956609894566
kvzap-predictor-trace-20260818T072026Z::longbench__multi_news__row000127,kvzap-predictor-trace-20260818T072026Z,longbench__multi_news__row000127,-0.25,-4.25,0.6663169099756691
kvzap-predictor-trace-20260818T072026Z::longbench__multi_news__row000127,kvzap-predictor-trace-20260818T072026Z,longbench__multi_news__row000127,0.0,-4.0,0.7005284367396594
kvzap-predictor-trace-20260818T072026Z::longbench__multi_news__row000127,kvzap-predictor-trace-20260818T072026Z,longbench__multi_news__row000127,0.25,-3.75,0.735040298053528
kvzap-predictor-trace-20260818T072026Z::longbench__multi_news__row000127,kvzap-predictor-trace-20260818T072026Z,longbench__multi_news__row000127,0.5,-3.5,0.7667680454176804
kvzap-predictor-trace-20260818T072041Z::longbench__qmsum__row000042,kvzap-predictor-trace-20260818T072041Z,longbench__qmsum__row000042,-0.5,-4.5,0.6731476184422409
kvzap-predictor-trace-20260818T072041Z::longbench__qmsum__row000042,kvzap-predictor-trace-20260818T072041Z,longbench__qmsum__row000042,-0.25,-4.25,0.7062409949995763
kvzap-predictor-trace-20260818T072041Z::longbench__qmsum__row000042,kvzap-predictor-trace-20260818T072041Z,longbench__qmsum__row000042,0.0,-4.0,0.7377651178065938
kvzap-predictor-trace-20260818T072041Z::longbench__qmsum__row000042,kvzap-predictor-trace-20260818T072041Z,longbench__qmsum__row000042,0.25,-3.75,0.7682814751250105
kvzap-predictor-trace-20260818T072041Z::longbench__qmsum__row000042,kvzap-predictor-trace-20260818T072041Z,longbench__qmsum__row000042,0.5,-3.5,0.7965426095431817
kvzap-predictor-trace-20260818T072057Z::longbench__gov_report__row000180,kvzap-predictor-trace-20260818T072057Z,longbench__gov_report__row000180,-0.5,-4.5,0.6152687347848055
kvzap-predictor-trace-20260818T072057Z::longbench__gov_report__row000180,kvzap-predictor-trace-20260818T072057Z,longbench__gov_report__row000180,-0.25,-4.25,0.652062233016398
kvzap-predictor-trace-20260818T072057Z::longbench__gov_report__row000180,kvzap-predictor-trace-20260818T072057Z,longbench__gov_report__row000180,0.0,-4.0,0.6871870837352442
kvzap-predictor-trace-20260818T072057Z::longbench__gov_report__row000180,kvzap-predictor-trace-20260818T072057Z,longbench__gov_report__row000180,0.25,-3.75,0.721822464517018
kvzap-predictor-trace-20260818T072057Z::longbench__gov_report__row000180,kvzap-predictor-trace-20260818T072057Z,longbench__gov_report__row000180,0.5,-3.5,0.7541274803637867
kvzap-predictor-trace-20260818T072113Z::longbench__multi_news__row000129,kvzap-predictor-trace-20260818T072113Z,longbench__multi_news__row000129,-0.5,-4.5,0.6076007031534718
kvzap-predictor-trace-20260818T072113Z::longbench__multi_news__row000129,kvzap-predictor-trace-20260818T072113Z,longbench__multi_news__row000129,-0.25,-4.25,0.6443668671082814
kvzap-predictor-trace-20260818T072113Z::longbench__multi_news__row000129,kvzap-predictor-trace-20260818T072113Z,longbench__multi_news__row000129,0.0,-4.0,0.6791185660385448
kvzap-predictor-trace-20260818T072113Z::longbench__multi_news__row000129,kvzap-predictor-trace-20260818T072113Z,longbench__multi_news__row000129,0.25,-3.75,0.7135734881128476
kvzap-predictor-trace-20260818T072113Z::longbench__multi_news__row000129,kvzap-predictor-trace-20260818T072113Z,longbench__multi_news__row000129,0.5,-3.5,0.7456943908504299
kvzap-predictor-trace-20260818T072129Z::longbench__multi_news__row000144,kvzap-predictor-trace-20260818T072129Z,longbench__multi_news__row000144,-0.5,-4.5,0.6119132487490316
kvzap-predictor-trace-20260818T072129Z::longbench__multi_news__row000144,kvzap-predictor-trace-20260818T072129Z,longbench__multi_news__row000144,-0.25,-4.25,0.6491655413185939
kvzap-predictor-trace-20260818T072129Z::longbench__multi_news__row000144,kvzap-predictor-trace-20260818T072129Z,longbench__multi_news__row000144,0.0,-4.0,0.6841854573623934
kvzap-predictor-trace-20260818T072129Z::longbench__multi_news__row000144,kvzap-predictor-trace-20260818T072129Z,longbench__multi_news__row000144,0.25,-3.75,0.7187055094947973
kvzap-predictor-trace-20260818T072129Z::longbench__multi_news__row000144,kvzap-predictor-trace-20260818T072129Z,longbench__multi_news__row000144,0.5,-3.5,0.7504743472981178
kvzap-predictor-trace-20260818T072147Z::longbench__qmsum__row000016,kvzap-predictor-trace-20260818T072147Z,longbench__qmsum__row000016,-0.5,-4.5,0.6227976486173208
kvzap-predictor-trace-20260818T072147Z::longbench__qmsum__row000016,kvzap-predictor-trace-20260818T072147Z,longbench__qmsum__row000016,-0.25,-4.25,0.6605134335154828
kvzap-predictor-trace-20260818T072147Z::longbench__qmsum__row000016,kvzap-predictor-trace-20260818T072147Z,longbench__qmsum__row000016,0.0,-4.0,0.6960967254512337
kvzap-predictor-trace-20260818T072147Z::longbench__qmsum__row000016,kvzap-predictor-trace-20260818T072147Z,longbench__qmsum__row000016,0.25,-3.75,0.7306518049345918
kvzap-predictor-trace-20260818T072147Z::longbench__qmsum__row000016,kvzap-predictor-trace-20260818T072147Z,longbench__qmsum__row000016,0.5,-3.5,0.7617305224374896
kvzap-predictor-trace-20260818T072204Z::longbench__qmsum__row000044,kvzap-predictor-trace-20260818T072204Z,longbench__qmsum__row000044,-0.5,-4.5,0.6700682041269231
kvzap-predictor-trace-20260818T072204Z::longbench__qmsum__row000044,kvzap-predictor-trace-20260818T072204Z,longbench__qmsum__row000044,-0.25,-4.25,0.7058000181379767
kvzap-predictor-trace-20260818T072204Z::longbench__qmsum__row000044,kvzap-predictor-trace-20260818T072204Z,longbench__qmsum__row000044,0.0,-4.0,0.7389665087595758
kvzap-predictor-trace-20260818T072204Z::longbench__qmsum__row000044,kvzap-predictor-trace-20260818T072204Z,longbench__qmsum__row000044,0.25,-3.75,0.7706839617608775
kvzap-predictor-trace-20260818T072204Z::longbench__qmsum__row000044,kvzap-predictor-trace-20260818T072204Z,longbench__qmsum__row000044,0.5,-3.5,0.7990858993235601
kvzap-predictor-trace-20260818T072221Z::longbench__gov_report__row000003,kvzap-predictor-trace-20260818T072221Z,longbench__gov_report__row000003,-0.5,-4.5,0.5930671481566177
kvzap-predictor-trace-20260818T072221Z::longbench__gov_report__row000003,kvzap-predictor-trace-20260818T072221Z,longbench__gov_report__row000003,-0.25,-4.25,0.6315228231318444
kvzap-predictor-trace-20260818T072221Z::longbench__gov_report__row000003,kvzap-predictor-trace-20260818T072221Z,longbench__gov_report__row000003,0.0,-4.0,0.668004976878319
kvzap-predictor-trace-20260818T072221Z::longbench__gov_report__row000003,kvzap-predictor-trace-20260818T072221Z,longbench__gov_report__row000003,0.25,-3.75,0.7039591114668293
kvzap-predictor-trace-20260818T072221Z::longbench__gov_report__row000003,kvzap-predictor-trace-20260818T072221Z,longbench__gov_report__row000003,0.5,-3.5,0.7366875651091292
kvzap-predictor-trace-20260818T072239Z::longbench__gov_report__row000057,kvzap-predictor-trace-20260818T072239Z,longbench__gov_report__row000057,-0.5,-4.5,0.6053164456107517
kvzap-predictor-trace-20260818T072239Z::longbench__gov_report__row000057,kvzap-predictor-trace-20260818T072239Z,longbench__gov_report__row000057,-0.25,-4.25,0.64356683211956
kvzap-predictor-trace-20260818T072239Z::longbench__gov_report__row000057,kvzap-predictor-trace-20260818T072239Z,longbench__gov_report__row000057,0.0,-4.0,0.6797384623730285
kvzap-predictor-trace-20260818T072239Z::longbench__gov_report__row000057,kvzap-predictor-trace-20260818T072239Z,longbench__gov_report__row000057,0.25,-3.75,0.7152298879802541
kvzap-predictor-trace-20260818T072239Z::longbench__gov_report__row000057,kvzap-predictor-trace-20260818T072239Z,longbench__gov_report__row000057,0.5,-3.5,0.7477792695661608
kvzap-predictor-trace-20260818T072258Z::longbench__multi_news__row000073,kvzap-predictor-trace-20260818T072258Z,longbench__multi_news__row000073,-0.5,-4.5,0.5937242618492619
kvzap-predictor-trace-20260818T072258Z::longbench__multi_news__row000073,kvzap-predictor-trace-20260818T072258Z,longbench__multi_news__row000073,-0.25,-4.25,0.6330247183372183
kvzap-predictor-trace-20260818T072258Z::longbench__multi_news__row000073,kvzap-predictor-trace-20260818T072258Z,longbench__multi_news__row000073,0.0,-4.0,0.6704739704739705
kvzap-predictor-trace-20260818T072258Z::longbench__multi_news__row000073,kvzap-predictor-trace-20260818T072258Z,longbench__multi_news__row000073,0.25,-3.75,0.7073409576534576
kvzap-predictor-trace-20260818T072258Z::longbench__multi_news__row000073,kvzap-predictor-trace-20260818T072258Z,longbench__multi_news__row000073,0.5,-3.5,0.741313616938617
kvzap-predictor-trace-20260818T072318Z::longbench__qmsum__row000010,kvzap-predictor-trace-20260818T072318Z,longbench__qmsum__row000010,-0.5,-4.5,0.5838747921008863
kvzap-predictor-trace-20260818T072318Z::longbench__qmsum__row000010,kvzap-predictor-trace-20260818T072318Z,longbench__qmsum__row000010,-0.25,-4.25,0.6251756615928756
kvzap-predictor-trace-20260818T072318Z::longbench__qmsum__row000010,kvzap-predictor-trace-20260818T072318Z,longbench__qmsum__row000010,0.0,-4.0,0.6652681723123995
kvzap-predictor-trace-20260818T072318Z::longbench__qmsum__row000010,kvzap-predictor-trace-20260818T072318Z,longbench__qmsum__row000010,0.25,-3.75,0.7049012435349516
kvzap-predictor-trace-20260818T072318Z::longbench__qmsum__row000010,kvzap-predictor-trace-20260818T072318Z,longbench__qmsum__row000010,0.5,-3.5,0.7411057338049222
kvzap-predictor-trace-20260818T072338Z::longbench__qmsum__row000036,kvzap-predictor-trace-20260818T072338Z,longbench__qmsum__row000036,-0.5,-4.5,0.6035427193385393
kvzap-predictor-trace-20260818T072338Z::longbench__qmsum__row000036,kvzap-predictor-trace-20260818T072338Z,longbench__qmsum__row000036,-0.25,-4.25,0.6434472770887562
kvzap-predictor-trace-20260818T072338Z::longbench__qmsum__row000036,kvzap-predictor-trace-20260818T072338Z,longbench__qmsum__row000036,0.0,-4.0,0.6820050528249885
kvzap-predictor-trace-20260818T072338Z::longbench__qmsum__row000036,kvzap-predictor-trace-20260818T072338Z,longbench__qmsum__row000036,0.25,-3.75,0.7193267365895983
kvzap-predictor-trace-20260818T072338Z::longbench__qmsum__row000036,kvzap-predictor-trace-20260818T072338Z,longbench__qmsum__row000036,0.5,-3.5,0.753657875261573
kvzap-predictor-trace-20260818T072355Z::longbench__2wikimqa__row000062,kvzap-predictor-trace-20260818T072355Z,longbench__2wikimqa__row000062,-0.5,-4.5,0.619560425524902
kvzap-predictor-trace-20260818T072355Z::longbench__2wikimqa__row000062,kvzap-predictor-trace-20260818T072355Z,longbench__2wikimqa__row000062,-0.25,-4.25,0.654041621345463
kvzap-predictor-trace-20260818T072355Z::longbench__2wikimqa__row000062,kvzap-predictor-trace-20260818T072355Z,longbench__2wikimqa__row000062,0.0,-4.0,0.6869540855005108
kvzap-predictor-trace-20260818T072355Z::longbench__2wikimqa__row000062,kvzap-predictor-trace-20260818T072355Z,longbench__2wikimqa__row000062,0.25,-3.75,0.7189910264016612
kvzap-predictor-trace-20260818T072355Z::longbench__2wikimqa__row000062,kvzap-predictor-trace-20260818T072355Z,longbench__2wikimqa__row000062,0.5,-3.5,0.7488669699067207
kvzap-predictor-trace-20260818T072412Z::longbench__2wikimqa__row000089,kvzap-predictor-trace-20260818T072412Z,longbench__2wikimqa__row000089,-0.5,-4.5,0.6130995769373696
kvzap-predictor-trace-20260818T072412Z::longbench__2wikimqa__row000089,kvzap-predictor-trace-20260818T072412Z,longbench__2wikimqa__row000089,-0.25,-4.25,0.647569891089958
kvzap-predictor-trace-20260818T072412Z::longbench__2wikimqa__row000089,kvzap-predictor-trace-20260818T072412Z,longbench__2wikimqa__row000089,0.0,-4.0,0.6807672655289713
kvzap-predictor-trace-20260818T072412Z::longbench__2wikimqa__row000089,kvzap-predictor-trace-20260818T072412Z,longbench__2wikimqa__row000089,0.25,-3.75,0.7130293642626419
kvzap-predictor-trace-20260818T072412Z::longbench__2wikimqa__row000089,kvzap-predictor-trace-20260818T072412Z,longbench__2wikimqa__row000089,0.5,-3.5,0.7433467684303805
kvzap-predictor-trace-20260818T072428Z::longbench__2wikimqa__row000106,kvzap-predictor-trace-20260818T072428Z,longbench__2wikimqa__row000106,-0.5,-4.5,0.6290741746089195
