trace_id,experiment_id,request_id,block_size,block_count,all_drop_block_fraction,all_keep_block_fraction,mixed_block_fraction,logical_cold_retention,physical_cold_retention_exact_span,physical_cold_retention_padded,internal_fragmentation_exact_span,internal_fragmentation_padded,physical_compression_factor_exact_span,physical_compression_factor_padded
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T071553Z,longbench__qasper__row000079,16,67104,0.4020922746781116,0.07491356700047687,0.5229941583214115,0.31159009635814106,0.5986679683993177,0.6003231887961218,0.4795276968112193,0.4809627511091172,1.6338742123873415,1.6296139159949088
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T071553Z,longbench__qasper__row000079,32,33696,0.3442545109211776,0.053300094966761635,0.6024453941120608,0.31159009635814106,0.6577995481341832,0.6612203369542449,0.5263145174818812,0.5287651045438089,1.4943142981420494,1.4869666207845835
kvzap-predictor-trace-20260818T071609Z::longbench__qasper__row000146,kvzap-predictor-trace-20260818T071609Z,longbench__qasper__row000146,4,170784,0.5408879051901817,0.1556410436574855,0.30347105115233275,0.30468713388631147,0.4590933853507662,0.4593057312901261,0.33632863463384916,0.33663546276575396,2.0542364173481182,2.053386590584879
kvzap-predictor-trace-20260818T071609Z::longbench__qasper__row000146,kvzap-predictor-trace-20260818T071609Z,longbench__qasper__row000146,8,85536,0.47644266741488966,0.10686728395061729,0.4166900486344931,0.30468713388631147,0.5235996883640283,0.5246614180608276,0.41809145296037636,0.41926903065895543,1.8248137057781,1.8214654491709015
kvzap-predictor-trace-20260818T071609Z::longbench__qasper__row000146,kvzap-predictor-trace-20260818T071609Z,longbench__qasper__row000146,16,42912,0.41808818046234153,0.0729399701715138,0.5089718493661447,0.30468713388631147,0.582341897464736,0.5851023946764141,0.4767899489753578,0.4792584397901566,1.6563570877875333,1.6492025664527956
kvzap-predictor-trace-20260818T071609Z::longbench__qasper__row000146,kvzap-predictor-trace-20260818T071609Z,longbench__qasper__row000146,32,21600,0.3625,0.052175925925925924,0.585324074074074,0.30468713388631147,0.6391393106518581,0.645297342893294,0.5232852543906882,0.5278345134350036,1.5206286089765666,1.5072376357056694
kvzap-predictor-trace-20260818T071625Z::longbench__qasper__row000163,kvzap-predictor-trace-20260818T071625Z,longbench__qasper__row000163,4,199008,0.5381391702846117,0.1579484241839524,0.30391240553143595,0.30706718580224557,0.46199671012918025,0.4623626705300012,0.3353476787391287,0.3358737515503623,2.058318428415576,2.056837733610205
kvzap-predictor-trace-20260818T071625Z::longbench__qasper__row000163,kvzap-predictor-trace-20260818T071625Z,longbench__qasper__row000163,8,99648,0.4732960019267823,0.10904383429672447,0.41766016377649323,0.30706718580224557,0.5271854501187171,0.5280393577206326,0.4175347864151087,0.4184767076307516,1.82437152598862,1.821659397824602
kvzap-predictor-trace-20260818T071625Z::longbench__qasper__row000163,kvzap-predictor-trace-20260818T071625Z,longbench__qasper__row000163,16,49824,0.4128131021194605,0.07500401412973667,0.5121828837508028,0.30706718580224557,0.5872054710451124,0.5886756006277919,0.4770702915016694,0.47837623051681705,1.6515420084916166,1.6477186311787073
kvzap-predictor-trace-20260818T071625Z::longbench__qasper__row000163,kvzap-predictor-trace-20260818T071625Z,longbench__qasper__row000163,32,25056,0.3559227330779055,0.052801724137931036,0.5912755427841635,0.30706718580224557,0.6446122077347177,0.6494426335063785,0.5236404428620202,0.5271835109679018,1.514330071218097,1.5038172353961827
kvzap-predictor-trace-20260818T071641Z::longbench__qasper__row000049,kvzap-predictor-trace-20260818T071641Z,longbench__qasper__row000049,4,397440,0.5065292874396136,0.17115539452495973,0.32231531803542673,0.3277033999838911,0.4935400809472031,0.49364957110064034,0.3360146163712538,0.3361618865519439,1.98011178898915,1.979692316682981
kvzap-predictor-trace-20260818T071641Z::longbench__qasper__row000049,kvzap-predictor-trace-20260818T071641Z,longbench__qasper__row000049,8,198720,0.4348782206119163,0.11630938003220612,0.44881239935587763,0.3277033999838911,0.565147899802666,0.5653266078691958,0.4201457705172114,0.4203290709788871,1.73911109019581,1.738583000453344
kvzap-predictor-trace-20260818T071641Z::longbench__qasper__row000049,kvzap-predictor-trace-20260818T071641Z,longbench__qasper__row000049,16,99360,0.369182769726248,0.07735507246376812,0.5534621578099839,0.3277033999838911,0.6308243727598566,0.6310458700817526,0.4805156329800817,0.4806979721752449,1.5644704433497536,1.5639407836016128
kvzap-predictor-trace-20260818T071641Z::longbench__qasper__row000049,kvzap-predictor-trace-20260818T071641Z,longbench__qasper__row000049,32,49824,0.30987074502247913,0.05178227360308285,0.638346981374438,0.3277033999838911,0.6903870162297129,0.692380492126777,0.5253337732602228,0.5267004144248946,1.4338845307297252,1.4298899738300925
kvzap-predictor-trace-20260818T071658Z::longbench__qasper__row000051,kvzap-predictor-trace-20260818T071658Z,longbench__qasper__row000051,4,422784,0.5070674386920981,0.16506774144716924,0.3278648198607327,0.3234855150620648,0.4929325613079019,0.4929325613079019,0.34375299898274503,0.34375299898274503,1.9851116625310175,1.9851116625310175
kvzap-predictor-trace-20260818T071658Z::longbench__qasper__row000051,kvzap-predictor-trace-20260818T071658Z,longbench__qasper__row000051,8,211392,0.4349502346351801,0.11360884044807751,0.45144092491674237,0.3234855150620648,0.5650497653648199,0.5650497653648199,0.427509690490343,0.427509690490343,1.74116319374471,1.74116319374471
kvzap-predictor-trace-20260818T071658Z::longbench__qasper__row000051,kvzap-predictor-trace-20260818T071658Z,longbench__qasper__row000051,16,105696,0.3713196336663639,0.07742014834998487,0.5512602179836512,0.3234855150620648,0.6286803663336361,0.6286803663336361,0.4854531294677121,0.4854531294677121,1.5708405451398484,1.5708405451398484
kvzap-predictor-trace-20260818T071658Z::longbench__qasper__row000051,kvzap-predictor-trace-20260818T071658Z,longbench__qasper__row000051,32,52992,0.3144436896135266,0.05415911835748792,0.6313971920289855,0.3234855150620648,0.6854847865576749,0.6874243112322131,0.5280923495231391,0.5294238074265738,1.4446807656808058,1.4407299698513913
kvzap-predictor-trace-20260818T071714Z::longbench__qasper__row000070,kvzap-predictor-trace-20260818T071714Z,longbench__qasper__row000070,4,396000,0.5130404040404041,0.15843686868686868,0.3285227272727273,0.317785051827605,0.48695406740619507,0.48704815016871755,0.34740240795129634,0.34752846978779894,2.0055169238879835,2.0051471898323205
kvzap-predictor-trace-20260818T071714Z::longbench__qasper__row000070,kvzap-predictor-trace-20260818T071714Z,longbench__qasper__row000070,8,198144,0.4409873627260982,0.1084514292635659,0.4505612080103359,0.317785051827605,0.5590505091834879,0.5595209229961003,0.43156289707750956,0.4320408071141606,1.7572191156522332,1.7558007506088946
kvzap-predictor-trace-20260818T071714Z::longbench__qasper__row000070,kvzap-predictor-trace-20260818T071714Z,longbench__qasper__row000070,16,99072,0.377281169250646,0.07431968669250646,0.5483991440568475,0.317785051827605,0.6226820280455032,0.6232850417247581,0.489651158192119,0.4901449087431517,1.5841206318981285,1.5826432076002375
kvzap-predictor-trace-20260818T071714Z::longbench__qasper__row000070,kvzap-predictor-trace-20260818T071714Z,longbench__qasper__row000070,32,49536,0.31936369509043927,0.051437338501291986,0.6291989664082688,0.317785051827605,0.6805763926774565,0.6812551777090784,0.5330648326231147,0.5335300747419622,1.4538212489268423,1.4524205575312608
kvzap-predictor-trace-20260818T071731Z::longbench__qasper__row000072,kvzap-predictor-trace-20260818T071731Z,longbench__qasper__row000072,4,472320,0.49726668360433607,0.1743584857723577,0.32837483062330625,0.33370284257424065,0.5027332037404075,0.5028099642560688,0.3362227915493877,0.33632412581964277,1.9521653321818142,1.951878443407509
kvzap-predictor-trace-20260818T071731Z::longbench__qasper__row000072,kvzap-predictor-trace-20260818T071731Z,longbench__qasper__row000072,8,236160,0.4225016937669377,0.11927930216802168,0.4582190040650406,0.33370284257424065,0.5774773000626789,0.5775863529332046,0.42213686574689463,0.422245970875922,1.7077521428305404,1.7074402439889353
kvzap-predictor-trace-20260818T071731Z::longbench__qasper__row000072,kvzap-predictor-trace-20260818T071731Z,longbench__qasper__row000072,16,118080,0.35461551490514903,0.08085196476964769,0.5645325203252033,0.33370284257424065,0.6453706527078993,0.6454828818756246,0.482928389795751,0.48301829228286114,1.5333687908252147,1.5331100100622843
kvzap-predictor-trace-20260818T071731Z::longbench__qasper__row000072,kvzap-predictor-trace-20260818T071731Z,longbench__qasper__row000072,32,59040,0.29447831978319783,0.05586043360433604,0.6496612466124662,0.33370284257424065,0.7055027231454659,0.7056292456505904,0.5269999227126508,0.5270847337590627,1.4061931155639833,1.405947764332103
kvzap-predictor-trace-20260818T071748Z::longbench__qasper__row000077,kvzap-predictor-trace-20260818T071748Z,longbench__qasper__row000077,4,380448,0.5240742493060813,0.1676944023887627,0.308231348305156,0.3177402096872568,0.47593433865438406,0.4760158369613225,0.3323864577924589,0.3325007593957971,2.047789750328515,2.047456130669904
kvzap-predictor-trace-20260818T071748Z::longbench__qasper__row000077,kvzap-predictor-trace-20260818T071748Z,longbench__qasper__row000077,8,190368,0.4558854429315851,0.11629055303412338,0.4278240040342915,0.3177402096872568,0.5442220329358319,0.5446295244705239,0.41615702698916474,0.4165938580062173,1.801789802289282,1.8004991219151494
kvzap-predictor-trace-20260818T071748Z::longbench__qasper__row000077,kvzap-predictor-trace-20260818T071748Z,longbench__qasper__row000077,16,95328,0.39252895266868076,0.08068982880161128,0.5267812185297079,0.3177402096872568,0.6079063873640819,0.608965865354281,0.4773204949120584,0.47822985200918683,1.620268747218745,1.6175576702705396
kvzap-predictor-trace-20260818T071748Z::longbench__qasper__row000077,kvzap-predictor-trace-20260818T071748Z,longbench__qasper__row000077,32,47808,0.33383534136546184,0.05787734270414993,0.6082873159303882,0.3177402096872568,0.667457988937262,0.6698214398384756,0.5239547432892845,0.5256344589927154,1.4807697424183108,1.4757272727272728
kvzap-predictor-trace-20260818T071806Z::longbench__narrativeqa__row000002,kvzap-predictor-trace-20260818T071806Z,longbench__narrativeqa__row000002,4,592992,0.49361542820139226,0.17299390210997787,0.33339066968862985,0.332498482088646,0.5063794441071308,0.5064460635498886,0.34338076721316935,0.3434671408875657,1.9457730196456067,1.9455246883663222
kvzap-predictor-trace-20260818T071806Z::longbench__narrativeqa__row000002,kvzap-predictor-trace-20260818T071806Z,longbench__narrativeqa__row000002,8,296640,0.4155980312837109,0.12189185544768069,0.4625101132686084,0.332498482088646,0.5844236996559401,0.5847567968697295,0.43106605313166907,0.4313901371158938,1.692665134616601,1.6917259011603405
kvzap-predictor-trace-20260818T071806Z::longbench__narrativeqa__row000002,kvzap-predictor-trace-20260818T071806Z,longbench__narrativeqa__row000002,16,148320,0.34906283710895364,0.08750674217907227,0.5634304207119741,0.332498482088646,0.6509023139715308,0.6513323888551575,0.4891729911668606,0.4895102903249195,1.5238201286097144,1.5228374017460622
kvzap-predictor-trace-20260818T071806Z::longbench__narrativeqa__row000002,kvzap-predictor-trace-20260818T071806Z,longbench__narrativeqa__row000002,32,74304,0.2890826873385013,0.06278262273901809,0.6481346899224806,0.332498482088646,0.7109239020441206,0.7127302165553532,0.5323008818066004,0.5334861994547933,1.3979203086802388,1.3944530902623389
kvzap-predictor-trace-20260818T071824Z::longbench__narrativeqa__row000003,kvzap-predictor-trace-20260818T071824Z,longbench__narrativeqa__row000003,4,641952,0.4980637181596132,0.15779217137729923,0.34414411046308757,0.32034941159604574,0.502029261253849,0.5021052270715683,0.36189095672241617,0.3619874991853367,1.9643301434504299,1.964041214717818
kvzap-predictor-trace-20260818T071824Z::longbench__narrativeqa__row000003,kvzap-predictor-trace-20260818T071824Z,longbench__narrativeqa__row000003,8,321120,0.4136646736422521,0.10711260587942202,0.47922272047832587,0.32034941159604574,0.5866185627734769,0.5867958163481556,0.45390508939665314,0.4540700484374668,1.6878460290883208,1.6873483607407254
kvzap-predictor-trace-20260818T071824Z::longbench__narrativeqa__row000003,kvzap-predictor-trace-20260818T071824Z,longbench__narrativeqa__row000003,16,160704,0.3431837415372362,0.07612753882915173,0.5806887196336121,0.32034941159604574,0.6575418084695264,0.6579216375581236,0.5128075394298031,0.5130888037289324,1.5096840851677675,1.5088311375246855
kvzap-predictor-trace-20260818T071824Z::longbench__narrativeqa__row000003,kvzap-predictor-trace-20260818T071824Z,longbench__narrativeqa__row000003,32,80352,0.2819220430107527,0.0567005177220231,0.6613774392672243,0.32034941159604574,0.7180242342645574,0.7192864355435881,0.5538459618648298,0.5546288713842528,1.3850101489793574,1.3826273130448081
kvzap-predictor-trace-20260818T071844Z::longbench__narrativeqa__row000005,kvzap-predictor-trace-20260818T071844Z,longbench__narrativeqa__row000005,4,962496,0.4655842725580158,0.1632734058115566,0.37114232163042754,0.3408087287931307,0.5344110288188989,0.5344557076714629,0.36227227655396343,0.3623255886292632,1.8558827686583415,1.8557303533878673
kvzap-predictor-trace-20260818T071844Z::longbench__narrativeqa__row000005,kvzap-predictor-trace-20260818T071844Z,longbench__narrativeqa__row000005,8,481248,0.3818093789480684,0.10852200944211716,0.5096686116098145,0.3408087287931307,0.618186215223228,0.6182368685735186,0.44869568359743495,0.44874085303341477,1.6082142001487156,1.6080844457831724
kvzap-predictor-trace-20260818T071844Z::longbench__narrativeqa__row000005,kvzap-predictor-trace-20260818T071844Z,longbench__narrativeqa__row000005,16,240768,0.3115530303030303,0.0760275451887294,0.6124194245082403,0.3408087287931307,0.6884546208323982,0.6889105009850128,0.5049655874470492,0.5052931718912136,1.4463206193796156,1.4453766511960013
kvzap-predictor-trace-20260818T071844Z::longbench__narrativeqa__row000005,kvzap-predictor-trace-20260818T071844Z,longbench__narrativeqa__row000005,32,120384,0.25579811270600744,0.057457801701222756,0.6867440855927698,0.3408087287931307,0.744165253568074,0.7447029583634656,0.5420254746388068,0.5423561502399822,1.3394199348376143,1.3384650988516893
kvzap-predictor-trace-20260818T071904Z::longbench__qasper__row000016,kvzap-predictor-trace-20260818T071904Z,longbench__qasper__row000016,4,1133568,0.4624830623306233,0.18492494495257453,0.3525919927168022,0.3561758441677607,0.5375142047459732,0.5375852284758396,0.33736477841346024,0.33745232327608843,1.8475941773553939,1.8473537172124788
kvzap-predictor-trace-20260818T071904Z::longbench__qasper__row000016,kvzap-predictor-trace-20260818T071904Z,longbench__qasper__row000016,8,566784,0.3856319162149955,0.12774531391147245,0.4866227698735321,0.3561758441677607,0.6143632038848656,0.6144461384265729,0.42025199114218176,0.42033024232225014,1.6195025157678407,1.6192867791690995
kvzap-predictor-trace-20260818T071904Z::longbench__qasper__row000016,kvzap-predictor-trace-20260818T071904Z,longbench__qasper__row000016,16,283392,0.3196314645438121,0.08791356142728093,0.592454974028907,0.3561758441677607,0.6803570420248733,0.6804549753666765,0.4764868706176496,0.47656221636732343,1.4642679108962784,1.464059657125285
kvzap-predictor-trace-20260818T071904Z::longbench__qasper__row000016,kvzap-predictor-trace-20260818T071904Z,longbench__qasper__row000016,32,141696,0.2628443992773261,0.06055216802168022,0.6766034327009937,0.3561758441677607,0.7371469106000932,0.7372492553536893,0.5168183722321963,0.5168854473825297,1.3526913187390792,1.3525055869095868
kvzap-predictor-trace-20260818T071923Z::longbench__qasper__row000073,kvzap-predictor-trace-20260818T071923Z,longbench__qasper__row000073,4,700128,0.4845628227981169,0.1746080716668952,0.3408291055349879,0.33828788476265587,0.5154719450445199,0.5155962463852599,0.34373172387987305,0.3438899388148706,1.9165569822784263,1.9161064395495127
kvzap-predictor-trace-20260818T071923Z::longbench__qasper__row000073,kvzap-predictor-trace-20260818T071923Z,longbench__qasper__row000073,8,350208,0.40664690698099415,0.12192468475877193,0.4714284082602339,0.33828788476265587,0.5934903244979369,0.5937803609596635,0.4300026962548539,0.4302811157042691,1.6700808041318207,1.6692827381652975
kvzap-predictor-trace-20260818T071923Z::longbench__qasper__row000073,kvzap-predictor-trace-20260818T071923Z,longbench__qasper__row000073,16,175104,0.3386159082602339,0.08485814144736842,0.5765259502923976,0.33828788476265587,0.6613877887505858,0.6618603481580542,0.4885180970732637,0.4888832882886772,1.5019785365977643,1.5009270626084747
kvzap-predictor-trace-20260818T071923Z::longbench__qasper__row000073,kvzap-predictor-trace-20260818T071923Z,longbench__qasper__row000073,32,87552,0.27967379385964913,0.06031843932748538,0.6600077668128655,0.33828788476265587,0.7203123392655076,0.7208449062167815,0.5303594478089835,0.530706422636603,1.3813161527841693,1.380313930673643
kvzap-predictor-trace-20260818T071940Z::longbench__gov_report__row000096,kvzap-predictor-trace-20260818T071940Z,longbench__gov_report__row000096,4,185184,0.539625453602903,0.15789701054086747,0.3024775358562295,0.30488407911802856,0.4603085819282317,0.4607328145265888,0.3376528461822942,0.33826272081075376,2.057981915744532,2.056271832327723
kvzap-predictor-trace-20260818T071940Z::longbench__gov_report__row000096,kvzap-predictor-trace-20260818T071940Z,longbench__gov_report__row000096,8,92736,0.4718987232574189,0.10668995859213251,0.4214113181504486,0.30488407911802856,0.5280615002161695,0.5293341980112408,0.4226352820775233,0.4240234614285131,1.816690592311685,1.8126982942032772
kvzap-predictor-trace-20260818T071940Z::longbench__gov_report__row000096,kvzap-predictor-trace-20260818T071940Z,longbench__gov_report__row000096,16,46368,0.4098084886128364,0.07106193926846101,0.5191295721187026,0.30488407911802856,0.5901102464332036,0.5915693904020752,0.4833438650475301,0.484618230651173,1.6405371167975678,1.63680485338726
kvzap-predictor-trace-20260818T071940Z::longbench__gov_report__row000096,kvzap-predictor-trace-20260818T071940Z,longbench__gov_report__row000096,32,23328,0.34953703703703703,0.04612482853223594,0.604338134430727,0.30488407911802856,0.6506809338521401,0.6560311284046693,0.5314384312552948,0.5352597370502175,1.4986807387862797,1.4873208379272327
kvzap-predictor-trace-20260818T071955Z::longbench__gov_report__row000109,kvzap-predictor-trace-20260818T071955Z,longbench__gov_report__row000109,4,198144,0.5358628068475452,0.16308846091731266,0.3010487322351421,0.3110641755490956,0.4641371931524548,0.4641371931524548,0.3298012308896766,0.3298012308896766,2.0493763712913364,2.0493763712913364
kvzap-predictor-trace-20260818T071955Z::longbench__gov_report__row000109,kvzap-predictor-trace-20260818T071955Z,longbench__gov_report__row000109,8,99072,0.4707788275193798,0.110515584625323,0.41870558785529716,0.3110641755490956,0.5292211724806202,0.5292211724806202,0.4122227308271824,0.4122227308271824,1.817703676431915,1.817703676431915
kvzap-predictor-trace-20260818T071955Z::longbench__gov_report__row000109,kvzap-predictor-trace-20260818T071955Z,longbench__gov_report__row000109,16,49536,0.4103076550387597,0.0736030361757106,0.5160893087855297,0.3110641755490956,0.5896923449612403,0.5896923449612403,0.47249751805826573,0.47249751805826573,1.6449309852451213,1.6449309852451213
kvzap-predictor-trace-20260818T071955Z::longbench__gov_report__row000109,kvzap-predictor-trace-20260818T071955Z,longbench__gov_report__row000109,32,24768,0.3522690568475452,0.05002422480620155,0.5977067183462532,0.3110641755490956,0.6477309431524548,0.6477309431524548,0.5197632924016705,0.5197632924016705,1.5074149462052921,1.5074149462052921
kvzap-predictor-trace-20260818T072011Z::longbench__multi_news__row000054,kvzap-predictor-trace-20260818T072011Z,longbench__multi_news__row000054,4,162432,0.5369015957446809,0.1481850866824271,0.31491331757289204,0.300881232430833,0.46332205207870986,0.4637150466045273,0.3506002335072996,0.3511505942410465,2.0318047271531303,2.03027073118738
kvzap-predictor-trace-20260818T072011Z::longbench__multi_news__row000054,kvzap-predictor-trace-20260818T072011Z,longbench__multi_news__row000054,8,81216,0.46024182427107957,0.09436564223798266,0.44539253349093777,0.300881232430833,0.5398203629728263,0.5404768950041919,0.4426271162246267,0.4433041722745626,1.771293660592973,1.7693466818041077
kvzap-predictor-trace-20260818T072011Z::longbench__multi_news__row000054,kvzap-predictor-trace-20260818T072011Z,longbench__multi_news__row000054,16,40608,0.39772951142631996,0.05900315208825847,0.5432673364854216,0.300881232430833,0.6022540933076885,0.6030724466143906,0.5004081569984211,0.5010860898720203,1.6034982286709771,1.6015096595792384
kvzap-predictor-trace-20260818T072011Z::longbench__multi_news__row000054,kvzap-predictor-trace-20260818T072011Z,longbench__multi_news__row000054,32,20448,0.34066901408450706,0.034722222222222224,0.6246087636932708,0.300881232430833,0.6597083518271933,0.6648912561029738,0.5439178061070735,0.5474730195816644,1.4749217615744474,1.464329643296433
kvzap-predictor-trace-20260818T072026Z::longbench__multi_news__row000127,kvzap-predictor-trace-20260818T072026Z,longbench__multi_news__row000127,4,188064,0.5366045601497362,0.14416900629572912,0.3192264335545346,0.29934357452782034,0.4633954398502637,0.4633954398502637,0.35402132005324277,0.35402132005324277,2.0472375575941224,2.0472375575941224
kvzap-predictor-trace-20260818T072026Z::longbench__multi_news__row000127,kvzap-predictor-trace-20260818T072026Z,longbench__multi_news__row000127,8,94176,0.46035083248386,0.09225280326197757,0.4473963642541624,0.29934357452782034,0.5400661476944019,0.5404755827803301,0.4457279431311351,0.44614782968005984,1.7807786393219176,1.7795417643875158
kvzap-predictor-trace-20260818T072026Z::longbench__multi_news__row000127,kvzap-predictor-trace-20260818T072026Z,longbench__multi_news__row000127,16,47232,0.39265752032520324,0.05674119241192412,0.5506012872628726,0.29934357452782034,0.6089044155181215,0.6101327207759061,0.508389877131854,0.5093795754026355,1.5944523919210534,1.591481122942885
kvzap-predictor-trace-20260818T072026Z::longbench__multi_news__row000127,kvzap-predictor-trace-20260818T072026Z,longbench__multi_news__row000127,32,23616,0.328929539295393,0.03298611111111111,0.6380843495934959,0.29934357452782034,0.6712980687425557,0.6741534796664965,0.5540824732468891,0.555971179328622,1.4563386312129512,1.4505882352941177
kvzap-predictor-trace-20260818T072041Z::longbench__qmsum__row000042,kvzap-predictor-trace-20260818T072041Z,longbench__qmsum__row000042,4,179712,0.5865495904558404,0.12423766915954416,0.28921274038461536,0.25903696649737146,0.413523010781431,0.4137819656063441,0.3735851216408212,0.37397714731770343,2.2616581707528916,2.260398955913695
kvzap-predictor-trace-20260818T072041Z::longbench__qmsum__row000042,kvzap-predictor-trace-20260818T072041Z,longbench__qmsum__row000042,8,89856,0.5094261930199431,0.08115206552706553,0.40942174145299143,0.25903696649737146,0.4905634634233271,0.49096721019335293,0.47196033579484503,0.472394569088723,1.9401164374059021,1.9386719792971718
kvzap-predictor-trace-20260818T072041Z::longbench__qmsum__row000042,kvzap-predictor-trace-20260818T072041Z,longbench__qmsum__row000042,16,44928,0.4404380341880342,0.051526887464387466,0.5080350783475783,0.25903696649737146,0.5595011360598771,0.5600106923282545,0.537021554019419,0.5374428202068416,1.7211547666260958,1.719720157411456
kvzap-predictor-trace-20260818T072041Z::longbench__qmsum__row000042,kvzap-predictor-trace-20260818T072041Z,longbench__qmsum__row000042,32,22464,0.37798254985754987,0.03205128205128205,0.5899661680911681,0.25903696649737146,0.6219760759155306,0.6225162612492203,0.5835258355941157,0.5838872289415301,1.5614500880871443,1.560198347107438
kvzap-predictor-trace-20260818T072057Z::longbench__gov_report__row000180,kvzap-predictor-trace-20260818T072057Z,longbench__gov_report__row000180,4,339264,0.5191620684776457,0.15398332861724204,0.32685460290511226,0.31248451875442323,0.4808946685539042,0.48104210898796884,0.3502017402395129,0.3504009047943064,2.021718311984538,2.021131786454072
kvzap-predictor-trace-20260818T072057Z::longbench__gov_report__row000180,kvzap-predictor-trace-20260818T072057Z,longbench__gov_report__row000180,8,169632,0.44456824184116206,0.10246887379739672,0.4529628843614412,0.31248451875442323,0.5554508728473697,0.5556676102854446,0.43742186027621976,0.4376412931574311,1.7630079891487267,1.762352393576654
kvzap-predictor-trace-20260818T072057Z::longbench__gov_report__row000180,kvzap-predictor-trace-20260818T072057Z,longbench__gov_report__row000180,16,84960,0.37644774011299437,0.06759651600753296,0.5559557438794727,0.31248451875442323,0.6237924628450107,0.6248761500353857,0.49905691817878844,0.4999256752930517,1.5779195629573761,1.57529711835893
kvzap-predictor-trace-20260818T072057Z::longbench__gov_report__row000180,kvzap-predictor-trace-20260818T072057Z,longbench__gov_report__row000180,32,42624,0.31522147147147145,0.04574887387387387,0.6390296546546547,0.31248451875442323,0.6857410356216088,0.688558622316584,0.5443111866986886,0.5461758685076059,1.4408070663807135,1.4351351351351351
kvzap-predictor-trace-20260818T072113Z::longbench__multi_news__row000129,kvzap-predictor-trace-20260818T072113Z,longbench__multi_news__row000129,4,364032,0.5151277909634318,0.16363946026722925,0.32123274876933894,0.319644329047148,0.48487677217276626,0.4849681283657545,0.34077203241805176,0.3408962149238849,2.0096530944428066,2.009293310001346
