trace_id,request_id,category,task,length_bucket,policy_family,policy_id,block_size,margin,logical_removed_fraction,logical_compression_factor,cold_removed_fraction,newly_dropped_fraction,recovered_keep_fraction,mixed_block_fraction,physical_compression_factor_padded,score_margin_abs_p50,logical_total
kvzap-predictor-trace-20260818T070949Z::longbench__qasper__row000042,longbench__qasper__row000042,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B8_m+0.00,8,0.0,0.4453869961121342,1.8030590573786558,0.46742392518146286,0.0,0.21994990980543744,0.0014253257887517146,1.800298391998674,1.859375,781920
kvzap-predictor-trace-20260818T070949Z::longbench__qasper__row000042,longbench__qasper__row000042,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B8_m+0.25,8,0.25,0.4798790157560876,1.9226296002144123,0.5036225464931495,0.005461334450027918,0.18921262294377872,0.0012752914951989025,1.9198208638604624,1.859375,781920
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,longbench__qasper__row000079,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B4_m-0.25,4,-0.25,0.47847963493303247,1.9174706626683538,0.49497448903252833,0.0,0.19343541460933059,0.00047093649085037676,1.9162151300564016,1.84375,1106208
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,longbench__qasper__row000079,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B4_m+0.00,4,0.0,0.5133772310451561,2.054979881331436,0.5310751264326541,0.0,0.15733477720920488,0.00044103576127257503,2.0536293766011955,1.84375,1106208
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,longbench__qasper__row000079,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B4_m+0.25,4,0.25,0.5500466458387573,2.222452595923189,0.5690086632552294,0.010769219259658258,0.13017045964628782,0.00041113503169477335,2.220980099262757,1.84375,1106208
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,longbench__qasper__row000079,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B8_m-0.25,8,-0.25,0.4116712227718476,1.6997298767389761,0.4258629589729778,0.0,0.2625469446688811,0.0009408602150537635,1.6974294763202475,1.84375,1106208
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,longbench__qasper__row000079,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B8_m+0.00,8,0.0,0.447953730220718,1.811442364060929,0.4633962504114672,0.0,0.2250136532303917,0.0008811230585424134,1.808995525785604,1.84375,1106208
kvzap-predictor-trace-20260818T071553Z::longbench__qasper__row000079,longbench__qasper__row000079,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B8_m+0.25,8,0.25,0.4850606757499494,1.9419763706265472,0.5017824011730556,0.005696950653858814,0.1923244531226621,0.0008213859020310633,1.9393548387096775,1.84375,1106208
kvzap-predictor-trace-20260818T071609Z::longbench__qasper__row000146,longbench__qasper__row000146,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B4_m-0.25,4,-0.25,0.4798405473300431,1.9224874120176834,0.5057450560007498,0.0,0.18956781011293874,0.0009075791643245269,1.9216917654597885,1.90625,719712
kvzap-predictor-trace-20260818T071609Z::longbench__qasper__row000146,longbench__qasper__row000146,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B4_m+0.00,4,0.0,0.5132011137788449,2.0542364173481182,0.5409066146492338,0.0,0.15440625146445475,0.0008490256698519767,2.053386590584879,1.90625,719712
kvzap-predictor-trace-20260818T071609Z::longbench__qasper__row000146,longbench__qasper__row000146,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B4_m+0.25,4,0.25,0.5473883998043662,2.209399846508058,0.5769395238764703,0.010242396550916162,0.1286157387881344,0.0007846168259321716,2.208491365025592,1.90625,719712
kvzap-predictor-trace-20260818T071609Z::longbench__qasper__row000146,longbench__qasper__row000146,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B8_m-0.25,8,-0.25,0.4176545618247299,1.7171938413966372,0.4402019190215099,0.0,0.25511094709217863,0.001812102506546951,1.714024425095738,1.90625,719712
kvzap-predictor-trace-20260818T071609Z::longbench__qasper__row000146,longbench__qasper__row000146,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B8_m+0.00,8,0.0,0.4519988550975946,1.8248137057781,0.4764003116359717,0.0,0.21891255447771685,0.0016951926674148897,1.8214654491709015,1.90625,719712
kvzap-predictor-trace-20260818T071609Z::longbench__qasper__row000146,longbench__qasper__row000146,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B8_m+0.25,8,0.25,0.48622504557378504,1.9463774778916625,0.5124742255963259,0.0054140892262992645,0.18825272974366183,0.0015665918443696222,1.9428571428571428,1.90625,719712
kvzap-predictor-trace-20260818T071625Z::longbench__qasper__row000163,longbench__qasper__row000163,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B4_m-0.25,4,-0.25,0.47881812237990845,1.9187159856101836,0.5010161374703207,0.0,0.1919166767274337,0.0005225920566007397,1.9173364796106482,1.890625,832032
kvzap-predictor-trace-20260818T071625Z::longbench__qasper__row000163,longbench__qasper__row000163,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B4_m+0.00,4,0.0,0.5141665224414446,2.058318428415576,0.5380032898708198,0.0,0.1549295243269347,0.000487417591252613,2.056837733610205,1.890625,832032
kvzap-predictor-trace-20260818T071625Z::longbench__qasper__row000163,longbench__qasper__row000163,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B4_m+0.25,4,0.25,0.5501495134802508,2.2229608057923,0.5756544528954888,0.010742383999356111,0.1280207453016218,0.00045224312590448623,2.2213583938487824,1.890625,832032
kvzap-predictor-trace-20260818T071625Z::longbench__qasper__row000163,longbench__qasper__row000163,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B8_m-0.25,8,-0.25,0.41534940963809086,1.7104233134888005,0.43460501428628917,0.0,0.25832779991146526,0.0010436737315350033,1.7078673826296862,1.890625,832032
kvzap-predictor-trace-20260818T071625Z::longbench__qasper__row000163,longbench__qasper__row000163,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B8_m+0.00,8,0.0,0.45186603399869235,1.82437152598862,0.47281454988128296,0.0,0.2201182643164715,0.0009734264611432242,1.821659397824602,1.890625,832032
kvzap-predictor-trace-20260818T071625Z::longbench__qasper__row000163,longbench__qasper__row000163,retrieval,qasper,"[1024,4096)",margin_aware_block_coalescing,coalesce_B8_m+0.25,8,0.25,0.4876807622783739,1.9519079635720418,0.5102896494828766,0.005613908004346252,0.18825707271922412,0.0009031791907514451,1.9490273977736967,1.890625,832032
kvzap-predictor-trace-20260818T071641Z::longbench__qasper__row000049,longbench__qasper__row000049,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B4_m-0.25,4,-0.25,0.45712426693430946,1.8420421822004618,0.4677280919012525,0.0,0.20456850811485644,0.0002440619967793881,1.8416374459756992,1.78125,1626048
kvzap-predictor-trace-20260818T071641Z::longbench__qasper__row000049,longbench__qasper__row000049,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B4_m+0.00,4,0.0,0.49497800802928327,1.98011178898915,0.5064599190527969,0.0,0.165836680963312,0.00021890096618357489,1.979692316682981,1.78125,1626048
kvzap-predictor-trace-20260818T071641Z::longbench__qasper__row000049,longbench__qasper__row000049,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B4_m+0.25,4,0.25,0.5338329495808242,2.1451537578659914,0.5462161713181104,0.011283149087833757,0.13736357778583222,0.00018870772946859903,2.1447293447293445,1.78125,1626048
kvzap-predictor-trace-20260818T071641Z::longbench__qasper__row000049,longbench__qasper__row000049,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B8_m-0.25,8,-0.25,0.38567250167276734,1.627796253175911,0.39461887358543757,0.0,0.27767772643067135,0.0007699275362318841,1.6272977646832767,1.78125,1626048
kvzap-predictor-trace-20260818T071641Z::longbench__qasper__row000049,longbench__qasper__row000049,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B8_m+0.00,8,0.0,0.4249936041248475,1.73911109019581,0.434852100197334,0.0,0.2374444998187749,0.0007145732689210951,1.738583000453344,1.78125,1626048
kvzap-predictor-trace-20260818T071641Z::longbench__qasper__row000049,longbench__qasper__row000049,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B8_m+0.25,8,0.25,0.464507812807494,1.867440877602396,0.47528291248842175,0.006012519632717168,0.20302620716040434,0.0006642512077294686,1.8668748564867967,1.78125,1626048
kvzap-predictor-trace-20260818T071658Z::longbench__qasper__row000051,longbench__qasper__row000051,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B4_m-0.25,4,-0.25,0.4569236111111111,1.8413615845939415,0.46688379881925524,0.0,0.20963068611868,0.0,1.8413615845939415,1.75,1728000
kvzap-predictor-trace-20260818T071658Z::longbench__qasper__row000051,longbench__qasper__row000051,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B4_m+0.00,4,0.0,0.49625,1.9851116625310175,0.5070674386920981,0.0,0.16944704624583712,0.0,1.9851116625310175,1.75,1728000
kvzap-predictor-trace-20260818T071658Z::longbench__qasper__row000051,longbench__qasper__row000051,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B4_m+0.25,4,0.25,0.5362662037037037,2.1564095780525423,0.5479559302149561,0.011671444520133212,0.14022999924311233,0.0,2.1564095780525423,1.75,1728000
kvzap-predictor-trace-20260818T071658Z::longbench__qasper__row000051,longbench__qasper__row000051,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B8_m-0.25,8,-0.25,0.38589814814814816,1.6283943729927777,0.3943100968816228,0.0,0.2822043880563124,0.0,1.6283943729927777,1.75,1728000
kvzap-predictor-trace-20260818T071658Z::longbench__qasper__row000051,longbench__qasper__row000051,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B8_m+0.00,8,0.0,0.4256712962962963,1.74116319374471,0.4349502346351801,0.0,0.24156425030275508,0.0,1.74116319374471,1.75,1728000
kvzap-predictor-trace-20260818T071658Z::longbench__qasper__row000051,longbench__qasper__row000051,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B8_m+0.25,8,0.25,0.4654074074074074,1.870583344880144,0.4755525280048441,0.0060935371253405994,0.20705549405843174,0.0,1.870583344880144,1.75,1728000
kvzap-predictor-trace-20260818T071714Z::longbench__qasper__row000070,longbench__qasper__row000070,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B4_m-0.25,4,-0.25,0.46298044645854314,1.8621295880296134,0.47375722353559235,0.0,0.20845772463680265,0.0004116161616161616,1.8617808842383887,1.796875,1620576
kvzap-predictor-trace-20260818T071714Z::longbench__qasper__row000070,longbench__qasper__row000070,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B4_m+0.00,4,0.0,0.5013754368817013,2.0055169238879835,0.5130459325938049,0.0,0.16916901557859004,0.00037626262626262627,2.0051471898323205,1.796875,1620576
kvzap-predictor-trace-20260818T071714Z::longbench__qasper__row000070,longbench__qasper__row000070,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B4_m+0.25,4,0.25,0.5408842288174082,2.1780998666724014,0.5534743690772059,0.011532399830272171,0.1402729789254612,0.00034343434343434346,2.177701809268875,1.796875,1620576
kvzap-predictor-trace-20260818T071714Z::longbench__qasper__row000070,longbench__qasper__row000070,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B8_m-0.25,8,-0.25,0.3921266265821535,1.645079458534877,0.40125414216726274,0.0,0.28096080600513224,0.0008226340439276486,1.643719571567673,1.796875,1620576
kvzap-predictor-trace-20260818T071714Z::longbench__qasper__row000070,longbench__qasper__row000070,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B8_m+0.00,8,0.0,0.43091900657543986,1.7572191156522332,0.4409494908165121,0.0,0.2412654573558829,0.0007519783591731266,1.7558007506088946,1.796875,1620576
kvzap-predictor-trace-20260818T071714Z::longbench__qasper__row000070,longbench__qasper__row000070,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B8_m+0.25,8,0.25,0.4703019173429694,1.8878678868986598,0.48124911600088904,0.006119168131579479,0.2070850003030854,0.0006863695090439276,1.886373583394638,1.796875,1620576
kvzap-predictor-trace-20260818T071731Z::longbench__qasper__row000072,longbench__qasper__row000072,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B4_m-0.25,4,-0.25,0.4482567751690677,1.8124372987206587,0.45700458233809355,0.0,0.2092925750876658,0.00034298780487804876,1.8121610177465797,1.71875,1925856
kvzap-predictor-trace-20260818T071731Z::longbench__qasper__row000072,longbench__qasper__row000072,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B4_m+0.00,4,0.0,0.48774830516923384,1.9521653321818142,0.4972667962595924,0.0,0.16903036116616693,0.0003069952574525745,1.951878443407509,1.71875,1925856
kvzap-predictor-trace-20260818T071731Z::longbench__qasper__row000072,longbench__qasper__row000072,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B4_m+0.25,4,0.25,0.5287243698386588,2.1219005100213857,0.5390425157967847,0.01191799647642764,0.13917263810540226,0.00026888550135501356,2.121603638062168,1.71875,1925856
kvzap-predictor-trace-20260818T071731Z::longbench__qasper__row000072,longbench__qasper__row000072,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B8_m-0.25,8,-0.25,0.37379741787547976,1.5969273020358614,0.38109213802917113,0.0,0.2852050193965882,0.0009146341463414635,1.5966413307334155,1.71875,1925856
kvzap-predictor-trace-20260818T071731Z::longbench__qasper__row000072,longbench__qasper__row000072,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B8_m+0.00,8,0.0,0.41443493179136964,1.7077521428305404,0.42252269993732106,0.0,0.2437744574884383,0.000872289972899729,1.7074402439889353,1.71875,1925856
kvzap-predictor-trace-20260818T071731Z::longbench__qasper__row000072,longbench__qasper__row000072,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B8_m+0.25,8,0.25,0.45653984513899276,1.8400613017448448,0.4654492978265657,0.006459529738611916,0.20730738933780557,0.000804539295392954,1.8397273255280775,1.71875,1925856
kvzap-predictor-trace-20260818T071748Z::longbench__qasper__row000077,longbench__qasper__row000077,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B4_m-0.25,4,-0.25,0.47541594796607733,1.906272209615961,0.4869346383578354,0.0,0.19532515195490777,0.0003601017747497687,1.9059528002817894,1.84375,1558368
kvzap-predictor-trace-20260818T071748Z::longbench__qasper__row000077,longbench__qasper__row000077,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B4_m+0.00,4,0.0,0.5116686174254091,2.047789750328515,0.5240656613456159,0.0,0.15819412896712726,0.0003259315333501556,2.047456130669904,1.84375,1558368
kvzap-predictor-trace-20260818T071748Z::longbench__qasper__row000077,longbench__qasper__row000077,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B4_m+0.25,4,0.25,0.5486566715948993,2.2156082455758725,0.5619498864281658,0.010728857761793593,0.13103876164637096,0.0003075321725965178,2.215239752315644,1.84375,1558368
kvzap-predictor-trace-20260818T071748Z::longbench__qasper__row000077,longbench__qasper__row000077,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B8_m-0.25,8,-0.25,0.40728056530934925,1.6871388746041627,0.4171484268197783,0.0,0.2651113634929649,0.0007196587661791897,1.6858886148253927,1.84375,1558368
kvzap-predictor-trace-20260818T071748Z::longbench__qasper__row000077,longbench__qasper__row000077,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B8_m+0.00,8,0.0,0.44499630382554056,1.801789802289282,0.45577796706416807,0.0,0.2264818232485751,0.0006513699781475878,1.8004991219151494,1.84375,1558368
kvzap-predictor-trace-20260818T071748Z::longbench__qasper__row000077,longbench__qasper__row000077,retrieval,qasper,"[4096,8192)",margin_aware_block_coalescing,coalesce_B8_m+0.25,8,0.25,0.48261322101069837,1.9327900143746768,0.4943062916692956,0.005760747260605296,0.19371424590405284,0.0006145990922844176,1.9313886850819966,1.84375,1558368
kvzap-predictor-trace-20260818T071806Z::longbench__narrativeqa__row000002,longbench__narrativeqa__row000002,retrieval,narrativeqa,"[8192,16384)",margin_aware_block_coalescing,coalesce_B4_m-0.25,4,-0.25,0.4452748216349795,1.8026944494341657,0.4521959117587533,0.0,0.2153056061526007,0.0002833090497005019,1.802467805377445,1.78125,2408544
kvzap-predictor-trace-20260818T071806Z::longbench__narrativeqa__row000002,longbench__narrativeqa__row000002,retrieval,narrativeqa,"[8192,16384)",margin_aware_block_coalescing,coalesce_B4_m+0.00,4,0.0,0.4860654403656317,1.9457730196456067,0.4936205558928692,0.0,0.1738809620184848,0.0002664454157897577,1.9455246883663222,1.78125,2408544
kvzap-predictor-trace-20260818T071806Z::longbench__narrativeqa__row000002,longbench__narrativeqa__row000002,retrieval,narrativeqa,"[8192,16384)",margin_aware_block_coalescing,coalesce_B4_m+0.25,4,0.25,0.525827221757211,2.1089359108843095,0.5340003710449976,0.011341327666464278,0.14484247453282062,0.00024620905509686473,2.1086663421501437,1.78125,2408544
kvzap-predictor-trace-20260818T071806Z::longbench__narrativeqa__row000002,longbench__narrativeqa__row000002,retrieval,narrativeqa,"[8192,16384)",margin_aware_block_coalescing,coalesce_B8_m-0.25,8,-0.25,0.36736551211022095,1.5806915669988344,0.3730756257167915,0.0,0.2944258921945625,0.0005663430420711974,1.5798206442743126,1.78125,2408544
kvzap-predictor-trace-20260818T071806Z::longbench__narrativeqa__row000002,longbench__narrativeqa__row000002,retrieval,narrativeqa,"[8192,16384)",margin_aware_block_coalescing,coalesce_B8_m+0.00,8,0.0,0.40921569213599585,1.692665134616601,0.4155763003440599,0.0,0.2519252175672941,0.0005326321467098166,1.6917259011603405,1.78125,2408544
kvzap-predictor-trace-20260818T071806Z::longbench__narrativeqa__row000002,longbench__narrativeqa__row000002,retrieval,narrativeqa,"[8192,16384)",margin_aware_block_coalescing,coalesce_B8_m+0.25,8,0.25,0.45076942750474974,1.8207289435051397,0.4577759225527896,0.006244940295486744,0.21597053565405114,0.0004921790722761597,1.8197247456889518,1.78125,2408544
kvzap-predictor-trace-20260818T071824Z::longbench__narrativeqa__row000003,longbench__narrativeqa__row000003,retrieval,narrativeqa,"[8192,16384)",margin_aware_block_coalescing,coalesce_B4_m-0.25,4,-0.25,0.44868976514397374,1.813860757112823,0.4551334193500131,0.0,0.22451716905394117,0.0001401973979362943,1.8135196576624766,1.75,2603808
kvzap-predictor-trace-20260818T071824Z::longbench__narrativeqa__row000003,longbench__narrativeqa__row000003,retrieval,narrativeqa,"[8192,16384)",margin_aware_block_coalescing,coalesce_B4_m+0.00,4,0.0,0.49092060551315614,1.9643301434504299,0.49797073874615105,0.0,0.1816798496578032,0.00010125367628732367,1.964041214717818,1.75,2603808
kvzap-predictor-trace-20260818T071824Z::longbench__narrativeqa__row000003,longbench__narrativeqa__row000003,retrieval,narrativeqa,"[8192,16384)",margin_aware_block_coalescing,coalesce_B4_m+0.25,4,0.25,0.5334805792132139,2.1435334853016355,0.5411419181719586,0.012168165725469663,0.15067683595746537,7.94451921639001e-05,2.143263532200711,1.75,2603808
kvzap-predictor-trace-20260818T071824Z::longbench__narrativeqa__row000003,longbench__narrativeqa__row000003,retrieval,narrativeqa,"[8192,16384)",margin_aware_block_coalescing,coalesce_B8_m-0.25,8,-0.25,0.36553155993068615,1.5761225253233286,0.37078097535435134,0.0,0.308869613049603,0.0002802690582959641,1.5755217031411104,1.75,2603808
kvzap-predictor-trace-20260818T071824Z::longbench__narrativeqa__row000003,longbench__narrativeqa__row000003,retrieval,narrativeqa,"[8192,16384)",margin_aware_block_coalescing,coalesce_B8_m+0.00,8,0.0,0.40752889613980753,1.6878460290883208,0.41338143722652304,0.0,0.2662691511774312,0.00020241654210264077,1.6873483607407254,1.75,2603808
kvzap-predictor-trace-20260818T071824Z::longbench__narrativeqa__row000003,longbench__narrativeqa__row000003,retrieval,narrativeqa,"[8192,16384)",margin_aware_block_coalescing,coalesce_B8_m+0.25,8,0.25,0.44998901608720765,1.8181455084514389,0.4564513288953713,0.0063943740104965285,0.2295936335190795,0.00015881913303437967,1.81769239361108,1.75,2603808
kvzap-predictor-trace-20260818T071844Z::longbench__narrativeqa__row000005,longbench__narrativeqa__row000005,retrieval,narrativeqa,"[8192,16384)",margin_aware_block_coalescing,coalesce_B4_m-0.25,4,-0.25,0.4187929685891894,1.720557298786664,0.42280325511417005,0.0,0.23638801609269927,0.00019532548706695924,1.7204141147473933,1.6875,3886560
kvzap-predictor-trace-20260818T071844Z::longbench__narrativeqa__row000005,longbench__narrativeqa__row000005,retrieval,narrativeqa,"[8192,16384)",margin_aware_block_coalescing,coalesce_B4_m+0.00,4,0.0,0.46117286237701205,1.8558827686583415,0.46558897118110104,0.0,0.19360230002576828,0.00017870204135913293,1.8557303533878673,1.6875,3886560
kvzap-predictor-trace-20260818T071844Z::longbench__narrativeqa__row000005,longbench__narrativeqa__row000005,retrieval,narrativeqa,"[8192,16384)",margin_aware_block_coalescing,coalesce_B4_m+0.25,4,0.25,0.5035494113045984,2.014299152364491,0.5083713103580126,0.012103033590184784,0.16292299443904143,0.00016103963029456746,2.014137352044941,1.6875,3886560
kvzap-predictor-trace-20260818T071844Z::longbench__narrativeqa__row000005,longbench__narrativeqa__row000005,retrieval,narrativeqa,"[8192,16384)",margin_aware_block_coalescing,coalesce_B8_m-0.25,8,-0.25,0.3372316392902721,1.5088227792424285,0.3404609091211358,0.0,0.3187303620857335,0.00043013165769000596,1.508701539073078,1.6875,3886560
kvzap-predictor-trace-20260818T071844Z::longbench__narrativeqa__row000005,longbench__narrativeqa__row000005,retrieval,narrativeqa,"[8192,16384)",margin_aware_block_coalescing,coalesce_B8_m+0.00,8,0.0,0.3781922831501379,1.6082142001487156,0.38181378477677197,0.0,0.27737748643009735,0.0004051964891282665,1.6080844457831724,1.6875,3886560
kvzap-predictor-trace-20260818T071844Z::longbench__narrativeqa__row000005,longbench__narrativeqa__row000005,retrieval,narrativeqa,"[8192,16384)",margin_aware_block_coalescing,coalesce_B8_m+0.25,8,0.25,0.4193150240829937,1.7221041381703042,0.42333030971796215,0.006232180411128567,0.24209314190003575,0.00037610545913957044,1.721966037053709,1.6875,3886560
kvzap-predictor-trace-20260818T071904Z::longbench__qasper__row000016,longbench__qasper__row000016,retrieval,qasper,"[8192,16384)",margin_aware_block_coalescing,coalesce_B4_m-0.25,4,-0.25,0.41857759224252605,1.719919952615802,0.4219810944536202,0.0,0.22184306137861912,0.00015614413956639567,1.7196908698236875,1.65625,4570560
kvzap-predictor-trace-20260818T071904Z::longbench__qasper__row000016,longbench__qasper__row000016,retrieval,qasper,"[8192,16384)",margin_aware_block_coalescing,coalesce_B4_m+0.00,4,0.0,0.4587556010642022,1.8475941773553939,0.4624857952540267,0.0,0.18133836057821257,0.00014202941508581753,1.8473537172124788,1.65625,4570560
kvzap-predictor-trace-20260818T071904Z::longbench__qasper__row000016,longbench__qasper__row000016,retrieval,qasper,"[8192,16384)",margin_aware_block_coalescing,coalesce_B4_m+0.25,4,0.25,0.5015534201498285,2.006233045676812,0.5056316082948659,0.012393420291082596,0.15058596782845607,0.00012350383920505873,2.005986499653275,1.65625,4570560
kvzap-predictor-trace-20260818T071904Z::longbench__qasper__row000016,longbench__qasper__row000016,retrieval,qasper,"[8192,16384)",margin_aware_block_coalescing,coalesce_B8_m-0.25,8,-0.25,0.3443634915633971,1.5252353813922725,0.3471635504453761,0.0,0.2966606053868632,0.00035816113369467026,1.5250287617883294,1.65625,4570560
